"Lipid_Name","Adduct","Precursor_Ion","Neutral_Loss_Ion","Characteristic_Ion","FA1","FA2","OxFA1","OxFA2","UnFA1","UnFA2","Origin"
"PC O-16:1_11:2<OOH,COOH>","[M-H]-",704.4144,NA,224.0682,NA,"243.0874;225.0768",NA,"243.0874;225.0768",NA,NA,"PC(O-16:1_20:4); PC(O-16:1_20:5)"
"PC O-16:1_11:2<COOH>","[M-H]-",672.4246,NA,224.0682,NA,"211.0976;193.087",NA,"211.0976;193.087",NA,NA,"PC(O-16:1_20:4); PC(O-16:1_20:5)"
"PC O-16:1_11:2<OH,2oxo>","[M+HCOO]-",732.4093,672.3882,224.0682,NA,"225.0768;207.0663",NA,"225.0768;207.0663",NA,NA,"PC(O-16:1_20:4); PC(O-16:1_20:5)"
"PC O-16:1_11:2<2oxo,OOH>","[M+HCOO]-",748.4043,688.3831,224.0682,NA,"241.0718;223.0612",NA,"241.0718;223.0612",NA,NA,"PC(O-16:1_20:4); PC(O-16:1_20:5)"
"PC O-16:1_11:2<2oxo>","[M+HCOO]-",716.4144,656.3933,224.0682,NA,"209.0819",NA,"209.0819",NA,NA,"PC(O-16:1_20:4); PC(O-16:1_20:5)"
"PC O-16:1_11:2<OH,oxo,OOH>","[M+HCOO]-",750.4199,690.3988,224.0682,NA,"243.0874;225.0768",NA,"243.0874;225.0768",NA,NA,"PC(O-16:1_20:4); PC(O-16:1_20:5)"
"PC O-16:1_11:2<OH,oxo>","[M+HCOO]-",718.4301,658.4089,224.0682,NA,"211.0976;193.087",NA,"211.0976;193.087",NA,NA,"PC(O-16:1_20:4); PC(O-16:1_20:5)"
"PC O-16:1_11:2<oxo,OOH>","[M+HCOO]-",734.425,674.4039,224.0682,NA,"227.0925;209.0819",NA,"227.0925;209.0819",NA,NA,"PC(O-16:1_20:4); PC(O-16:1_20:5)"
"PC O-16:1_11:2<oxo>","[M+HCOO]-",702.4352,642.414,224.0682,NA,"195.1027",NA,"195.1027",NA,NA,"PC(O-16:1_20:4); PC(O-16:1_20:5)"
"PC O-16:1_8:1<oxo,COOH>","[M-H]-",646.3726,NA,224.0682,NA,"185.0455;167.035",NA,"185.0455;167.035",NA,NA,"PC(O-16:1_20:4); PC(O-16:1_20:5)"
"PC O-16:1_8:1<OH,COOH>","[M-H]-",648.3882,NA,224.0682,NA,"187.0612;169.0506",NA,"187.0612;169.0506",NA,NA,"PC(O-16:1_20:4); PC(O-16:1_20:5)"
"PC O-16:1_8:1<OOH,COOH>","[M-H]-",664.3831,NA,224.0682,NA,"203.0561;185.0455",NA,"203.0561;185.0455",NA,NA,"PC(O-16:1_20:4); PC(O-16:1_20:5)"
"PC O-16:1_8:1<COOH>","[M-H]-",632.3933,NA,224.0682,NA,"171.0663;153.0557",NA,"171.0663;153.0557",NA,NA,"PC(O-16:1_20:4); PC(O-16:1_20:5)"
"PC O-16:1_8:1<2oxo>","[M+HCOO]-",676.3831,616.362,224.0682,NA,"169.0506",NA,"169.0506",NA,NA,"PC(O-16:1_20:4); PC(O-16:1_20:5)"
"PC O-16:1_8:1<OH,oxo>","[M+HCOO]-",678.3988,618.3776,224.0682,NA,"171.0663;153.0557",NA,"171.0663;153.0557",NA,NA,"PC(O-16:1_20:4); PC(O-16:1_20:5)"
"PC O-16:1_8:1<oxo,OOH>","[M+HCOO]-",694.3937,634.3726,224.0682,NA,"187.0612;169.0506",NA,"187.0612;169.0506",NA,NA,"PC(O-16:1_20:4); PC(O-16:1_20:5)"
"PC O-16:1_8:1<oxo>","[M+HCOO]-",662.4039,602.3827,224.0682,NA,"155.0714",NA,"155.0714",NA,NA,"PC(O-16:1_20:4); PC(O-16:1_20:5)"
"PC O-16:1_20:5<2OH,oxo>","[M+HCOO]-",854.5189,794.4978,224.0682,NA,"347.1864;329.1758",NA,"347.1864;329.1758",NA,NA,"PC(O-16:1_20:5)"
"PC O-16:1_20:5<OH,oxo,OOH>","[M+HCOO]-",870.5138,810.4927,224.0682,NA,"363.1813;345.1707",NA,"363.1813;345.1707",NA,NA,"PC(O-16:1_20:5)"
"PC O-16:1_20:5<OH,oxo>","[M+HCOO]-",838.524,778.5028,224.0682,NA,"331.1915;313.1809",NA,"331.1915;313.1809",NA,NA,"PC(O-16:1_20:5)"
"PC O-16:1_20:5<oxo,OOH>","[M+HCOO]-",854.5189,794.4978,224.0682,NA,"347.1864;329.1758",NA,"347.1864;329.1758",NA,NA,"PC(O-16:1_20:5)"
"PC O-16:1_20:5<oxo>","[M+HCOO]-",822.5291,762.5079,224.0682,NA,"315.1966",NA,"315.1966",NA,NA,"PC(O-16:1_20:5)"
"PC O-16:1_20:5<2OH,OOH>","[M+HCOO]-",872.5295,812.5083,224.0682,NA,"365.197;347.1864",NA,"365.197;347.1864",NA,NA,"PC(O-16:1_20:5)"
"PC O-16:1_20:5<2OH>","[M+HCOO]-",840.5396,780.5185,224.0682,NA,"333.2071;315.1966",NA,"333.2071;315.1966",NA,NA,"PC(O-16:1_20:5)"
"PC O-16:1_20:5<OH,OOH>","[M+HCOO]-",856.5345,796.5134,224.0682,NA,"349.202;331.1915",NA,"349.202;331.1915",NA,NA,"PC(O-16:1_20:5)"
"PC O-16:1_20:5<OH>","[M+HCOO]-",824.5447,764.5236,224.0682,NA,"317.2122;299.2017",NA,"317.2122;299.2017",NA,NA,"PC(O-16:1_20:5)"
"PC O-16:1_20:5<OOH>","[M+HCOO]-",840.5396,780.5185,224.0682,NA,"333.2071;315.1966",NA,"333.2071;315.1966",NA,NA,"PC(O-16:1_20:5)"
"PC O-16:1_20:5","[M+HCOO]-",808.5498,748.5287,224.0682,NA,"301.2173",NA,NA,NA,"301.2173","PC(O-16:1_20:5)"
"PC O-16:1_17:4<oxo,COOH>","[M-H]-",766.4665,NA,224.0682,NA,"305.1394;287.1289",NA,"305.1394;287.1289",NA,NA,"PC(O-16:1_20:5)"
"PC O-16:1_17:4<OH,COOH>","[M-H]-",768.4821,NA,224.0682,NA,"307.1551;289.1445",NA,"307.1551;289.1445",NA,NA,"PC(O-16:1_20:5)"
"PC O-16:1_17:4<OOH,COOH>","[M-H]-",784.477,NA,224.0682,NA,"323.15;305.1394",NA,"323.15;305.1394",NA,NA,"PC(O-16:1_20:5)"
"PC O-16:1_17:4<COOH>","[M-H]-",752.4872,NA,224.0682,NA,"291.1602;273.1496",NA,"291.1602;273.1496",NA,NA,"PC(O-16:1_20:5)"
"PC O-16:1_17:4<OH,2oxo>","[M+HCOO]-",812.4719,752.4508,224.0682,NA,"305.1394;287.1289",NA,"305.1394;287.1289",NA,NA,"PC(O-16:1_20:5)"
"PC O-16:1_17:4<2oxo,OOH>","[M+HCOO]-",828.4669,768.4457,224.0682,NA,"321.1344;303.1238",NA,"321.1344;303.1238",NA,NA,"PC(O-16:1_20:5)"
"PC O-16:1_17:4<2oxo>","[M+HCOO]-",796.477,736.4559,224.0682,NA,"289.1445",NA,"289.1445",NA,NA,"PC(O-16:1_20:5)"
"PC O-16:1_17:4<OH,oxo,OOH>","[M+HCOO]-",830.4825,770.4614,224.0682,NA,"323.15;305.1394",NA,"323.15;305.1394",NA,NA,"PC(O-16:1_20:5)"
"PC O-16:1_17:4<OH,oxo>","[M+HCOO]-",798.4927,738.4715,224.0682,NA,"291.1602;273.1496",NA,"291.1602;273.1496",NA,NA,"PC(O-16:1_20:5)"
"PC O-16:1_17:4<oxo,OOH>","[M+HCOO]-",814.4876,754.4665,224.0682,NA,"307.1551;289.1445",NA,"307.1551;289.1445",NA,NA,"PC(O-16:1_20:5)"
"PC O-16:1_17:4<oxo>","[M+HCOO]-",782.4978,722.4766,224.0682,NA,"275.1653",NA,"275.1653",NA,NA,"PC(O-16:1_20:5)"
"PC O-16:1_22:4<2OH,oxo>","[M+HCOO]-",884.5658,824.5447,224.0682,NA,"377.2333;359.2228",NA,"377.2333;359.2228",NA,NA,"PC(O-16:1_22:4)"
"PC O-16:1_22:4<OH,oxo,OOH>","[M+HCOO]-",900.5608,840.5396,224.0682,NA,"393.2283;375.2177",NA,"393.2283;375.2177",NA,NA,"PC(O-16:1_22:4)"
"PC O-16:1_22:4<OH,oxo>","[M+HCOO]-",868.5709,808.5498,224.0682,NA,"361.2384;343.2279",NA,"361.2384;343.2279",NA,NA,"PC(O-16:1_22:4)"
"PC O-16:1_22:4<oxo,OOH>","[M+HCOO]-",884.5658,824.5447,224.0682,NA,"377.2333;359.2228",NA,"377.2333;359.2228",NA,NA,"PC(O-16:1_22:4)"
"PC O-16:1_22:4<oxo>","[M+HCOO]-",852.576,792.5549,224.0682,NA,"345.2435",NA,"345.2435",NA,NA,"PC(O-16:1_22:4)"
"PC O-16:1_22:4<2OH,OOH>","[M+HCOO]-",902.5764,842.5553,224.0682,NA,"395.2439;377.2333",NA,"395.2439;377.2333",NA,NA,"PC(O-16:1_22:4)"
"PC O-16:1_22:4<2OH>","[M+HCOO]-",870.5866,810.5654,224.0682,NA,"363.2541;345.2435",NA,"363.2541;345.2435",NA,NA,"PC(O-16:1_22:4)"
"PC O-16:1_22:4<OH,OOH>","[M+HCOO]-",886.5815,826.5604,224.0682,NA,"379.249;361.2384",NA,"379.249;361.2384",NA,NA,"PC(O-16:1_22:4)"
"PC O-16:1_22:4<OH>","[M+HCOO]-",854.5917,794.5705,224.0682,NA,"347.2592;329.2486",NA,"347.2592;329.2486",NA,NA,"PC(O-16:1_22:4)"
"PC O-16:1_22:4<OOH>","[M+HCOO]-",870.5866,810.5654,224.0682,NA,"363.2541;345.2435",NA,"363.2541;345.2435",NA,NA,"PC(O-16:1_22:4)"
"PC O-16:1_22:4","[M+HCOO]-",838.5967,778.5756,224.0682,NA,"331.2643",NA,NA,NA,"331.2643","PC(O-16:1_22:4)"
"PC O-16:1_7:0<COOH>","[M-H]-",620.3933,NA,224.0682,NA,"159.0663;141.0557",NA,"159.0663;141.0557",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_7:0<oxo>","[M+HCOO]-",650.4039,590.3827,224.0682,NA,"143.0714",NA,"143.0714",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_16:3<oxo,COOH>","[M-H]-",754.4665,NA,224.0682,NA,"293.1394;275.1289",NA,"293.1394;275.1289",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_16:3<OH,COOH>","[M-H]-",756.4821,NA,224.0682,NA,"295.1551;277.1445",NA,"295.1551;277.1445",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_16:3<OOH,COOH>","[M-H]-",772.477,NA,224.0682,NA,"311.15;293.1394",NA,"311.15;293.1394",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_16:3<COOH>","[M-H]-",740.4872,NA,224.0682,NA,"279.1602;261.1496",NA,"279.1602;261.1496",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_16:3<OH,2oxo>","[M+HCOO]-",800.4719,740.4508,224.0682,NA,"293.1394;275.1289",NA,"293.1394;275.1289",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_16:3<2oxo,OOH>","[M+HCOO]-",816.4669,756.4457,224.0682,NA,"309.1344;291.1238",NA,"309.1344;291.1238",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_16:3<2oxo>","[M+HCOO]-",784.477,724.4559,224.0682,NA,"277.1445",NA,"277.1445",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_16:3<OH,oxo,OOH>","[M+HCOO]-",818.4825,758.4614,224.0682,NA,"311.15;293.1394",NA,"311.15;293.1394",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_16:3<OH,oxo>","[M+HCOO]-",786.4927,726.4715,224.0682,NA,"279.1602;261.1496",NA,"279.1602;261.1496",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_16:3<oxo,OOH>","[M+HCOO]-",802.4876,742.4665,224.0682,NA,"295.1551;277.1445",NA,"295.1551;277.1445",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_16:3<oxo>","[M+HCOO]-",770.4978,710.4766,224.0682,NA,"263.1653",NA,"263.1653",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_13:2<oxo,COOH>","[M-H]-",714.4352,NA,224.0682,NA,"253.1081;235.0976",NA,"253.1081;235.0976",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_13:2<OH,COOH>","[M-H]-",716.4508,NA,224.0682,NA,"255.1238;237.1132",NA,"255.1238;237.1132",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_13:2<OOH,COOH>","[M-H]-",732.4457,NA,224.0682,NA,"271.1187;253.1081",NA,"271.1187;253.1081",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_13:2<COOH>","[M-H]-",700.4559,NA,224.0682,NA,"239.1289;221.1183",NA,"239.1289;221.1183",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_13:2<OH,2oxo>","[M+HCOO]-",760.4406,700.4195,224.0682,NA,"253.1081;235.0976",NA,"253.1081;235.0976",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_13:2<2oxo,OOH>","[M+HCOO]-",776.4356,716.4144,224.0682,NA,"269.1031;251.0925",NA,"269.1031;251.0925",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_13:2<2oxo>","[M+HCOO]-",744.4457,684.4246,224.0682,NA,"237.1132",NA,"237.1132",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_13:2<OH,oxo,OOH>","[M+HCOO]-",778.4512,718.4301,224.0682,NA,"271.1187;253.1081",NA,"271.1187;253.1081",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_13:2<OH,oxo>","[M+HCOO]-",746.4614,686.4402,224.0682,NA,"239.1289;221.1183",NA,"239.1289;221.1183",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_13:2<oxo,OOH>","[M+HCOO]-",762.4563,702.4352,224.0682,NA,"255.1238;237.1132",NA,"255.1238;237.1132",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_13:2<oxo>","[M+HCOO]-",730.4665,670.4453,224.0682,NA,"223.134",NA,"223.134",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_10:1<oxo,COOH>","[M-H]-",674.4039,NA,224.0682,NA,"213.0768;195.0663",NA,"213.0768;195.0663",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_10:1<OH,COOH>","[M-H]-",676.4195,NA,224.0682,NA,"215.0925;197.0819",NA,"215.0925;197.0819",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_10:1<OOH,COOH>","[M-H]-",692.4144,NA,224.0682,NA,"231.0874;213.0768",NA,"231.0874;213.0768",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_10:1<COOH>","[M-H]-",660.4246,NA,224.0682,NA,"199.0976;181.087",NA,"199.0976;181.087",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_10:1<2oxo>","[M+HCOO]-",704.4144,644.3933,224.0682,NA,"197.0819",NA,"197.0819",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_10:1<OH,oxo>","[M+HCOO]-",706.4301,646.4089,224.0682,NA,"199.0976;181.087",NA,"199.0976;181.087",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_10:1<oxo,OOH>","[M+HCOO]-",722.425,662.4039,224.0682,NA,"215.0925;197.0819",NA,"215.0925;197.0819",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_10:1<oxo>","[M+HCOO]-",690.4352,630.414,224.0682,NA,"183.1027",NA,"183.1027",NA,NA,"PC(O-16:1_22:4); PC(O-16:1_22:5)"
"PC O-16:1_22:6<2OH,oxo>","[M+HCOO]-",880.5345,820.5134,224.0682,NA,"373.202;355.1915",NA,"373.202;355.1915",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_22:6<OH,oxo,OOH>","[M+HCOO]-",896.5295,836.5083,224.0682,NA,"389.197;371.1864",NA,"389.197;371.1864",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_22:6<OH,oxo>","[M+HCOO]-",864.5396,804.5185,224.0682,NA,"357.2071;339.1966",NA,"357.2071;339.1966",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_22:6<oxo,OOH>","[M+HCOO]-",880.5345,820.5134,224.0682,NA,"373.202;355.1915",NA,"373.202;355.1915",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_22:6<oxo>","[M+HCOO]-",848.5447,788.5236,224.0682,NA,"341.2122",NA,"341.2122",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_22:6<2OH,OOH>","[M+HCOO]-",898.5451,838.524,224.0682,NA,"391.2126;373.202",NA,"391.2126;373.202",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_22:6<2OH>","[M+HCOO]-",866.5553,806.5341,224.0682,NA,"359.2228;341.2122",NA,"359.2228;341.2122",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_22:6<OH,OOH>","[M+HCOO]-",882.5502,822.5291,224.0682,NA,"375.2177;357.2071",NA,"375.2177;357.2071",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_22:6<OH>","[M+HCOO]-",850.5604,790.5392,224.0682,NA,"343.2279;325.2173",NA,"343.2279;325.2173",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_22:6<OOH>","[M+HCOO]-",866.5553,806.5341,224.0682,NA,"359.2228;341.2122",NA,"359.2228;341.2122",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_22:6","[M+HCOO]-",834.5654,774.5443,224.0682,NA,"327.233",NA,NA,NA,"327.233","PC(O-16:1_22:6)"
"PC O-16:1_4:0<COOH>","[M-H]-",578.3463,NA,224.0682,NA,"117.0193;99.0088",NA,"117.0193;99.0088",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_4:0<oxo>","[M+HCOO]-",608.3569,548.3358,224.0682,NA,"101.0244",NA,"101.0244",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_19:5<oxo,COOH>","[M-H]-",792.4821,NA,224.0682,NA,"331.1551;313.1445",NA,"331.1551;313.1445",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_19:5<OH,COOH>","[M-H]-",794.4978,NA,224.0682,NA,"333.1707;315.1602",NA,"333.1707;315.1602",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_19:5<OOH,COOH>","[M-H]-",810.4927,NA,224.0682,NA,"349.1657;331.1551",NA,"349.1657;331.1551",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_19:5<COOH>","[M-H]-",778.5028,NA,224.0682,NA,"317.1758;299.1653",NA,"317.1758;299.1653",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_19:5<OH,2oxo>","[M+HCOO]-",838.4876,778.4665,224.0682,NA,"331.1551;313.1445",NA,"331.1551;313.1445",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_19:5<2oxo,OOH>","[M+HCOO]-",854.4825,794.4614,224.0682,NA,"347.15;329.1394",NA,"347.15;329.1394",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_19:5<2oxo>","[M+HCOO]-",822.4927,762.4715,224.0682,NA,"315.1602",NA,"315.1602",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_19:5<OH,oxo,OOH>","[M+HCOO]-",856.4982,796.477,224.0682,NA,"349.1657;331.1551",NA,"349.1657;331.1551",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_19:5<OH,oxo>","[M+HCOO]-",824.5083,764.4872,224.0682,NA,"317.1758;299.1653",NA,"317.1758;299.1653",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_19:5<oxo,OOH>","[M+HCOO]-",840.5032,780.4821,224.0682,NA,"333.1707;315.1602",NA,"333.1707;315.1602",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_19:5<oxo>","[M+HCOO]-",808.5134,748.4923,224.0682,NA,"301.1809",NA,"301.1809",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_16:4<oxo,COOH>","[M-H]-",752.4508,NA,224.0682,NA,"291.1238;273.1132",NA,"291.1238;273.1132",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_16:4<OH,COOH>","[M-H]-",754.4665,NA,224.0682,NA,"293.1394;275.1289",NA,"293.1394;275.1289",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_16:4<OOH,COOH>","[M-H]-",770.4614,NA,224.0682,NA,"309.1344;291.1238",NA,"309.1344;291.1238",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_16:4<COOH>","[M-H]-",738.4715,NA,224.0682,NA,"277.1445;259.134",NA,"277.1445;259.134",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_16:4<OH,2oxo>","[M+HCOO]-",798.4563,738.4352,224.0682,NA,"291.1238;273.1132",NA,"291.1238;273.1132",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_16:4<2oxo,OOH>","[M+HCOO]-",814.4512,754.4301,224.0682,NA,"307.1187;289.1081",NA,"307.1187;289.1081",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_16:4<2oxo>","[M+HCOO]-",782.4614,722.4402,224.0682,NA,"275.1289",NA,"275.1289",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_16:4<OH,oxo,OOH>","[M+HCOO]-",816.4669,756.4457,224.0682,NA,"309.1344;291.1238",NA,"309.1344;291.1238",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_16:4<OH,oxo>","[M+HCOO]-",784.477,724.4559,224.0682,NA,"277.1445;259.134",NA,"277.1445;259.134",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_16:4<oxo,OOH>","[M+HCOO]-",800.4719,740.4508,224.0682,NA,"293.1394;275.1289",NA,"293.1394;275.1289",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_16:4<oxo>","[M+HCOO]-",768.4821,708.461,224.0682,NA,"261.1496",NA,"261.1496",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_13:3<oxo,COOH>","[M-H]-",712.4195,NA,224.0682,NA,"251.0925;233.0819",NA,"251.0925;233.0819",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_13:3<OH,COOH>","[M-H]-",714.4352,NA,224.0682,NA,"253.1081;235.0976",NA,"253.1081;235.0976",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_13:3<OOH,COOH>","[M-H]-",730.4301,NA,224.0682,NA,"269.1031;251.0925",NA,"269.1031;251.0925",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_13:3<COOH>","[M-H]-",698.4402,NA,224.0682,NA,"237.1132;219.1027",NA,"237.1132;219.1027",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_13:3<OH,2oxo>","[M+HCOO]-",758.425,698.4039,224.0682,NA,"251.0925;233.0819",NA,"251.0925;233.0819",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_13:3<2oxo,OOH>","[M+HCOO]-",774.4199,714.3988,224.0682,NA,"267.0874;249.0768",NA,"267.0874;249.0768",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_13:3<2oxo>","[M+HCOO]-",742.4301,682.4089,224.0682,NA,"235.0976",NA,"235.0976",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_13:3<OH,oxo,OOH>","[M+HCOO]-",776.4356,716.4144,224.0682,NA,"269.1031;251.0925",NA,"269.1031;251.0925",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_13:3<OH,oxo>","[M+HCOO]-",744.4457,684.4246,224.0682,NA,"237.1132;219.1027",NA,"237.1132;219.1027",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_13:3<oxo,OOH>","[M+HCOO]-",760.4406,700.4195,224.0682,NA,"253.1081;235.0976",NA,"253.1081;235.0976",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_13:3<oxo>","[M+HCOO]-",728.4508,668.4297,224.0682,NA,"221.1183",NA,"221.1183",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_10:2<oxo,COOH>","[M-H]-",672.3882,NA,224.0682,NA,"211.0612;193.0506",NA,"211.0612;193.0506",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_10:2<OH,COOH>","[M-H]-",674.4039,NA,224.0682,NA,"213.0768;195.0663",NA,"213.0768;195.0663",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_10:2<OOH,COOH>","[M-H]-",690.3988,NA,224.0682,NA,"229.0718;211.0612",NA,"229.0718;211.0612",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_10:2<COOH>","[M-H]-",658.4089,NA,224.0682,NA,"197.0819;179.0714",NA,"197.0819;179.0714",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_10:2<OH,2oxo>","[M+HCOO]-",718.3937,658.3726,224.0682,NA,"211.0612;193.0506",NA,"211.0612;193.0506",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_10:2<2oxo,OOH>","[M+HCOO]-",734.3886,674.3675,224.0682,NA,"227.0561;209.0455",NA,"227.0561;209.0455",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_10:2<2oxo>","[M+HCOO]-",702.3988,642.3776,224.0682,NA,"195.0663",NA,"195.0663",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_10:2<OH,oxo,OOH>","[M+HCOO]-",736.4043,676.3831,224.0682,NA,"229.0718;211.0612",NA,"229.0718;211.0612",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_10:2<OH,oxo>","[M+HCOO]-",704.4144,644.3933,224.0682,NA,"197.0819;179.0714",NA,"197.0819;179.0714",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_10:2<oxo,OOH>","[M+HCOO]-",720.4093,660.3882,224.0682,NA,"213.0768;195.0663",NA,"213.0768;195.0663",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_10:2<oxo>","[M+HCOO]-",688.4195,628.3984,224.0682,NA,"181.087",NA,"181.087",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_7:1<oxo,COOH>","[M-H]-",632.3569,NA,224.0682,NA,"171.0299;153.0193",NA,"171.0299;153.0193",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_7:1<OH,COOH>","[M-H]-",634.3726,NA,224.0682,NA,"173.0455;155.035",NA,"173.0455;155.035",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_7:1<OOH,COOH>","[M-H]-",650.3675,NA,224.0682,NA,"189.0405;171.0299",NA,"189.0405;171.0299",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_7:1<COOH>","[M-H]-",618.3776,NA,224.0682,NA,"157.0506;139.0401",NA,"157.0506;139.0401",NA,NA,"PC(O-16:1_22:6)"
"PC O-16:1_7:1<2oxo>","[M+HCOO]-",662.3675,602.3463,224.0682,NA,"155.035",NA,"155.035",NA,NA,"PC(O-16:1_22:6)"
