"Lipid_Name","Adduct","Precursor_Ion","Neutral_Loss_Ion","Characteristic_Ion","FA1","FA2","OxFA1","OxFA2","UnFA1","UnFA2","Origin"
"LPC 16:1","[M+HCOO]-",538.315,478.2939,224.0682,"253.2173",NA,NA,NA,"253.2173",NA,"LPC(16:1)"
"LPC 18:1","[M+HCOO]-",566.3463,506.3252,224.0682,"281.2486",NA,NA,NA,"281.2486",NA,"LPC(18:1)"
"LPC 18:2","[M+HCOO]-",564.3307,504.3096,224.0682,"279.233",NA,NA,NA,"279.233",NA,"LPC(18:2)"
"LPC 20:3","[M+HCOO]-",590.3463,530.3252,224.0682,"305.2486",NA,NA,NA,"305.2486",NA,"LPC(20:3)"
"LPC 20:4","[M+HCOO]-",588.3307,528.3096,224.0682,"303.233",NA,NA,NA,"303.233",NA,"LPC(20:4)"
"LPC 22:1","[M+HCOO]-",622.4089,562.3878,224.0682,"337.3112",NA,NA,NA,"337.3112",NA,"LPC(22:1)"
"LPC 22:5","[M+HCOO]-",614.3463,554.3252,224.0682,"329.2486",NA,NA,NA,"329.2486",NA,"LPC(22:5)"
"LPC 22:6","[M+HCOO]-",612.3307,552.3096,224.0682,"327.233",NA,NA,NA,"327.233",NA,"LPC(22:6)"
"LPC 16:1<oxo>","[M+HCOO]-",552.2943,492.2732,224.0682,"267.1966",NA,"267.1966",NA,NA,NA,"LPC(16:1); LPC(22:2)"
"LPC 16:1<OH>","[M+HCOO]-",554.31,494.2888,224.0682,"269.2122;251.2017",NA,"269.2122;251.2017",NA,NA,NA,"LPC(16:1)"
"LPC 16:1<OOH>","[M+HCOO]-",570.3049,510.2837,224.0682,"285.2071;267.1966",NA,"285.2071;267.1966",NA,NA,NA,"LPC(16:1)"
"LPC 9:0<COOH>","[M-H]-",426.1898,NA,224.0682,"187.0976;169.087",NA,"187.0976;169.087",NA,NA,NA,"LPC(16:1); LPC(18:1); LPC(18:2); LPC(18:3)"
"LPC 9:0<oxo>","[M+HCOO]-",456.2004,396.1793,224.0682,"171.1027",NA,"171.1027",NA,NA,NA,"LPC(16:1); LPC(18:1); LPC(18:2); LPC(18:3)"
"LPC 18:1<oxo>","[M+HCOO]-",580.3256,520.3045,224.0682,"295.2279",NA,"295.2279",NA,NA,NA,"LPC(18:1)"
"LPC 18:1<OH>","[M+HCOO]-",582.3413,522.3201,224.0682,"297.2435;279.233",NA,"297.2435;279.233",NA,NA,NA,"LPC(18:1)"
"LPC 18:1<OOH>","[M+HCOO]-",598.3362,538.315,224.0682,"313.2384;295.2279",NA,"313.2384;295.2279",NA,NA,NA,"LPC(18:1)"
"LPC 18:2<OH,oxo>","[M+HCOO]-",594.3049,534.2837,224.0682,"309.2071;291.1966",NA,"309.2071;291.1966",NA,NA,NA,"LPC(18:2)"
"LPC 18:2<oxo,OOH>","[M+HCOO]-",610.2998,550.2787,224.0682,"325.202;307.1915",NA,"325.202;307.1915",NA,NA,NA,"LPC(18:2)"
"LPC 18:2<oxo>","[M+HCOO]-",578.31,518.2888,224.0682,"293.2122",NA,"293.2122",NA,NA,NA,"LPC(18:2)"
"LPC 18:2<2OH>","[M+HCOO]-",596.3205,536.2994,224.0682,"311.2228;293.2122",NA,"311.2228;293.2122",NA,NA,NA,"LPC(18:2)"
"LPC 18:2<OH,OOH>","[M+HCOO]-",612.3154,552.2943,224.0682,"327.2177;309.2071",NA,"327.2177;309.2071",NA,NA,NA,"LPC(18:2)"
"LPC 18:2<OH>","[M+HCOO]-",580.3256,520.3045,224.0682,"295.2279;277.2173",NA,"295.2279;277.2173",NA,NA,NA,"LPC(18:2)"
"LPC 18:2<OOH>","[M+HCOO]-",596.3205,536.2994,224.0682,"311.2228;293.2122",NA,"311.2228;293.2122",NA,NA,NA,"LPC(18:2)"
"LPC 12:1<oxo,COOH>","[M-H]-",480.2004,NA,224.0682,"241.1081;223.0976",NA,"241.1081;223.0976",NA,NA,NA,"LPC(18:2); LPC(18:3)"
"LPC 12:1<OH,COOH>","[M-H]-",482.2161,NA,224.0682,"243.1238;225.1132",NA,"243.1238;225.1132",NA,NA,NA,"LPC(18:2); LPC(18:3)"
"LPC 12:1<OOH,COOH>","[M-H]-",498.211,NA,224.0682,"259.1187;241.1081",NA,"259.1187;241.1081",NA,NA,NA,"LPC(18:2); LPC(18:3)"
"LPC 12:1<COOH>","[M-H]-",466.2211,NA,224.0682,"227.1289;209.1183",NA,"227.1289;209.1183",NA,NA,NA,"LPC(18:2); LPC(18:3)"
"LPC 12:1<2oxo>","[M+HCOO]-",510.211,450.1898,224.0682,"225.1132",NA,"225.1132",NA,NA,NA,"LPC(18:2); LPC(18:3)"
"LPC 12:1<OH,oxo>","[M+HCOO]-",512.2266,452.2055,224.0682,"227.1289;209.1183",NA,"227.1289;209.1183",NA,NA,NA,"LPC(18:2); LPC(18:3)"
"LPC 12:1<oxo,OOH>","[M+HCOO]-",528.2215,468.2004,224.0682,"243.1238;225.1132",NA,"243.1238;225.1132",NA,NA,NA,"LPC(18:2); LPC(18:3)"
"LPC 12:1<oxo>","[M+HCOO]-",496.2317,436.2106,224.0682,"211.134",NA,"211.134",NA,NA,NA,"LPC(18:2); LPC(18:3)"
"LPC 8:0<COOH>","[M-H]-",412.1742,NA,224.0682,"173.0819;155.0714",NA,"173.0819;155.0714",NA,NA,NA,"LPC(20:2); LPC(20:3)"
"LPC 8:0<oxo>","[M+HCOO]-",442.1848,382.1636,224.0682,"157.087",NA,"157.087",NA,NA,NA,"LPC(20:2); LPC(20:3)"
"LPC 11:1<oxo,COOH>","[M-H]-",466.1848,NA,224.0682,"227.0925;209.0819",NA,"227.0925;209.0819",NA,NA,NA,"LPC(20:2); LPC(20:3)"
"LPC 11:1<OH,COOH>","[M-H]-",468.2004,NA,224.0682,"229.1081;211.0976",NA,"229.1081;211.0976",NA,NA,NA,"LPC(20:2); LPC(20:3)"
"LPC 11:1<OOH,COOH>","[M-H]-",484.1953,NA,224.0682,"245.1031;227.0925",NA,"245.1031;227.0925",NA,NA,NA,"LPC(20:2); LPC(20:3)"
"LPC 11:1<COOH>","[M-H]-",452.2055,NA,224.0682,"213.1132;195.1027",NA,"213.1132;195.1027",NA,NA,NA,"LPC(20:2); LPC(20:3)"
"LPC 11:1<2oxo>","[M+HCOO]-",496.1953,436.1742,224.0682,"211.0976",NA,"211.0976",NA,NA,NA,"LPC(20:2); LPC(20:3)"
"LPC 11:1<OH,oxo>","[M+HCOO]-",498.211,438.1898,224.0682,"213.1132;195.1027",NA,"213.1132;195.1027",NA,NA,NA,"LPC(20:2); LPC(20:3)"
"LPC 11:1<oxo,OOH>","[M+HCOO]-",514.2059,454.1848,224.0682,"229.1081;211.0976",NA,"229.1081;211.0976",NA,NA,NA,"LPC(20:2); LPC(20:3)"
"LPC 11:1<oxo>","[M+HCOO]-",482.2161,422.1949,224.0682,"197.1183",NA,"197.1183",NA,NA,NA,"LPC(20:2); LPC(20:3)"
"LPC 20:3<2OH,oxo>","[M+HCOO]-",636.3154,576.2943,224.0682,"351.2177;333.2071",NA,"351.2177;333.2071",NA,NA,NA,"LPC(20:3)"
"LPC 20:3<OH,oxo,OOH>","[M+HCOO]-",652.3104,592.2892,224.0682,"367.2126;349.202",NA,"367.2126;349.202",NA,NA,NA,"LPC(20:3)"
"LPC 20:3<OH,oxo>","[M+HCOO]-",620.3205,560.2994,224.0682,"335.2228;317.2122",NA,"335.2228;317.2122",NA,NA,NA,"LPC(20:3)"
"LPC 20:3<oxo,OOH>","[M+HCOO]-",636.3154,576.2943,224.0682,"351.2177;333.2071",NA,"351.2177;333.2071",NA,NA,NA,"LPC(20:3)"
"LPC 20:3<oxo>","[M+HCOO]-",604.3256,544.3045,224.0682,"319.2279",NA,"319.2279",NA,NA,NA,"LPC(20:3)"
"LPC 20:3<2OH,OOH>","[M+HCOO]-",654.326,594.3049,224.0682,"369.2283;351.2177",NA,"369.2283;351.2177",NA,NA,NA,"LPC(20:3)"
"LPC 20:3<2OH>","[M+HCOO]-",622.3362,562.315,224.0682,"337.2384;319.2279",NA,"337.2384;319.2279",NA,NA,NA,"LPC(20:3)"
"LPC 20:3<OH,OOH>","[M+HCOO]-",638.3311,578.31,224.0682,"353.2333;335.2228",NA,"353.2333;335.2228",NA,NA,NA,"LPC(20:3)"
"LPC 20:3<OH>","[M+HCOO]-",606.3413,546.3201,224.0682,"321.2435;303.233",NA,"321.2435;303.233",NA,NA,NA,"LPC(20:3)"
"LPC 20:3<OOH>","[M+HCOO]-",622.3362,562.315,224.0682,"337.2384;319.2279",NA,"337.2384;319.2279",NA,NA,NA,"LPC(20:3)"
"LPC 14:2<oxo,COOH>","[M-H]-",506.2161,NA,224.0682,"267.1238;249.1132",NA,"267.1238;249.1132",NA,NA,NA,"LPC(20:3)"
"LPC 14:2<OH,COOH>","[M-H]-",508.2317,NA,224.0682,"269.1394;251.1289",NA,"269.1394;251.1289",NA,NA,NA,"LPC(20:3)"
"LPC 14:2<OOH,COOH>","[M-H]-",524.2266,NA,224.0682,"285.1344;267.1238",NA,"285.1344;267.1238",NA,NA,NA,"LPC(20:3)"
"LPC 14:2<COOH>","[M-H]-",492.2368,NA,224.0682,"253.1445;235.134",NA,"253.1445;235.134",NA,NA,NA,"LPC(20:3)"
"LPC 14:2<OH,2oxo>","[M+HCOO]-",552.2215,492.2004,224.0682,"267.1238;249.1132",NA,"267.1238;249.1132",NA,NA,NA,"LPC(20:3)"
"LPC 14:2<2oxo,OOH>","[M+HCOO]-",568.2165,508.1953,224.0682,"283.1187;265.1081",NA,"283.1187;265.1081",NA,NA,NA,"LPC(20:3)"
"LPC 14:2<2oxo>","[M+HCOO]-",536.2266,476.2055,224.0682,"251.1289",NA,"251.1289",NA,NA,NA,"LPC(20:3)"
"LPC 14:2<OH,oxo,OOH>","[M+HCOO]-",570.2321,510.211,224.0682,"285.1344;267.1238",NA,"285.1344;267.1238",NA,NA,NA,"LPC(20:3)"
"LPC 14:2<OH,oxo>","[M+HCOO]-",538.2423,478.2211,224.0682,"253.1445;235.134",NA,"253.1445;235.134",NA,NA,NA,"LPC(20:3)"
"LPC 14:2<oxo,OOH>","[M+HCOO]-",554.2372,494.2161,224.0682,"269.1394;251.1289",NA,"269.1394;251.1289",NA,NA,NA,"LPC(20:3)"
"LPC 14:2<oxo>","[M+HCOO]-",522.2474,462.2262,224.0682,"237.1496",NA,"237.1496",NA,NA,NA,"LPC(20:3)"
"LPC 20:4<2OH,oxo>","[M+HCOO]-",634.2998,574.2787,224.0682,"349.202;331.1915",NA,"349.202;331.1915",NA,NA,NA,"LPC(20:4)"
"LPC 20:4<OH,oxo,OOH>","[M+HCOO]-",650.2947,590.2736,224.0682,"365.197;347.1864",NA,"365.197;347.1864",NA,NA,NA,"LPC(20:4)"
"LPC 20:4<OH,oxo>","[M+HCOO]-",618.3049,558.2837,224.0682,"333.2071;315.1966",NA,"333.2071;315.1966",NA,NA,NA,"LPC(20:4)"
"LPC 20:4<oxo,OOH>","[M+HCOO]-",634.2998,574.2787,224.0682,"349.202;331.1915",NA,"349.202;331.1915",NA,NA,NA,"LPC(20:4)"
"LPC 20:4<oxo>","[M+HCOO]-",602.31,542.2888,224.0682,"317.2122",NA,"317.2122",NA,NA,NA,"LPC(20:4)"
"LPC 20:4<2OH,OOH>","[M+HCOO]-",652.3104,592.2892,224.0682,"367.2126;349.202",NA,"367.2126;349.202",NA,NA,NA,"LPC(20:4)"
"LPC 20:4<2OH>","[M+HCOO]-",620.3205,560.2994,224.0682,"335.2228;317.2122",NA,"335.2228;317.2122",NA,NA,NA,"LPC(20:4)"
"LPC 20:4<OH,OOH>","[M+HCOO]-",636.3154,576.2943,224.0682,"351.2177;333.2071",NA,"351.2177;333.2071",NA,NA,NA,"LPC(20:4)"
"LPC 20:4<OH>","[M+HCOO]-",604.3256,544.3045,224.0682,"319.2279;301.2173",NA,"319.2279;301.2173",NA,NA,NA,"LPC(20:4)"
"LPC 20:4<OOH>","[M+HCOO]-",620.3205,560.2994,224.0682,"335.2228;317.2122",NA,"335.2228;317.2122",NA,NA,NA,"LPC(20:4)"
"LPC 5:0<COOH>","[M-H]-",370.1272,NA,224.0682,"131.035;113.0244",NA,"131.035;113.0244",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 5:0<oxo>","[M+HCOO]-",400.1378,340.1167,224.0682,"115.0401",NA,"115.0401",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 14:3<oxo,COOH>","[M-H]-",504.2004,NA,224.0682,"265.1081;247.0976",NA,"265.1081;247.0976",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 14:3<OH,COOH>","[M-H]-",506.2161,NA,224.0682,"267.1238;249.1132",NA,"267.1238;249.1132",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 14:3<OOH,COOH>","[M-H]-",522.211,NA,224.0682,"283.1187;265.1081",NA,"283.1187;265.1081",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 14:3<COOH>","[M-H]-",490.2211,NA,224.0682,"251.1289;233.1183",NA,"251.1289;233.1183",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 14:3<OH,2oxo>","[M+HCOO]-",550.2059,490.1848,224.0682,"265.1081;247.0976",NA,"265.1081;247.0976",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 14:3<2oxo,OOH>","[M+HCOO]-",566.2008,506.1797,224.0682,"281.1031;263.0925",NA,"281.1031;263.0925",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 14:3<2oxo>","[M+HCOO]-",534.211,474.1898,224.0682,"249.1132",NA,"249.1132",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 14:3<OH,oxo,OOH>","[M+HCOO]-",568.2165,508.1953,224.0682,"283.1187;265.1081",NA,"283.1187;265.1081",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 14:3<OH,oxo>","[M+HCOO]-",536.2266,476.2055,224.0682,"251.1289;233.1183",NA,"251.1289;233.1183",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 14:3<oxo,OOH>","[M+HCOO]-",552.2215,492.2004,224.0682,"267.1238;249.1132",NA,"267.1238;249.1132",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 14:3<oxo>","[M+HCOO]-",520.2317,460.2106,224.0682,"235.134",NA,"235.134",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 11:2<oxo,COOH>","[M-H]-",464.1691,NA,224.0682,"225.0768;207.0663",NA,"225.0768;207.0663",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 11:2<OH,COOH>","[M-H]-",466.1848,NA,224.0682,"227.0925;209.0819",NA,"227.0925;209.0819",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 11:2<OOH,COOH>","[M-H]-",482.1797,NA,224.0682,"243.0874;225.0768",NA,"243.0874;225.0768",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 11:2<COOH>","[M-H]-",450.1898,NA,224.0682,"211.0976;193.087",NA,"211.0976;193.087",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 11:2<OH,2oxo>","[M+HCOO]-",510.1746,450.1535,224.0682,"225.0768;207.0663",NA,"225.0768;207.0663",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 11:2<2oxo,OOH>","[M+HCOO]-",526.1695,466.1484,224.0682,"241.0718;223.0612",NA,"241.0718;223.0612",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 11:2<2oxo>","[M+HCOO]-",494.1797,434.1585,224.0682,"209.0819",NA,"209.0819",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 11:2<OH,oxo,OOH>","[M+HCOO]-",528.1852,468.164,224.0682,"243.0874;225.0768",NA,"243.0874;225.0768",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 11:2<OH,oxo>","[M+HCOO]-",496.1953,436.1742,224.0682,"211.0976;193.087",NA,"211.0976;193.087",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 11:2<oxo,OOH>","[M+HCOO]-",512.1902,452.1691,224.0682,"227.0925;209.0819",NA,"227.0925;209.0819",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 11:2<oxo>","[M+HCOO]-",480.2004,420.1793,224.0682,"195.1027",NA,"195.1027",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 8:1<oxo,COOH>","[M-H]-",424.1378,NA,224.0682,"185.0455;167.035",NA,"185.0455;167.035",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 8:1<OH,COOH>","[M-H]-",426.1535,NA,224.0682,"187.0612;169.0506",NA,"187.0612;169.0506",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 8:1<OOH,COOH>","[M-H]-",442.1484,NA,224.0682,"203.0561;185.0455",NA,"203.0561;185.0455",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 8:1<COOH>","[M-H]-",410.1585,NA,224.0682,"171.0663;153.0557",NA,"171.0663;153.0557",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 8:1<2oxo>","[M+HCOO]-",454.1484,394.1272,224.0682,"169.0506",NA,"169.0506",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 8:1<OH,oxo>","[M+HCOO]-",456.164,396.1429,224.0682,"171.0663;153.0557",NA,"171.0663;153.0557",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 8:1<oxo,OOH>","[M+HCOO]-",472.1589,412.1378,224.0682,"187.0612;169.0506",NA,"187.0612;169.0506",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 8:1<oxo>","[M+HCOO]-",440.1691,380.148,224.0682,"155.0714",NA,"155.0714",NA,NA,NA,"LPC(20:4); LPC(20:5)"
"LPC 22:1<oxo>","[M+HCOO]-",636.3882,576.3671,224.0682,"351.2905",NA,"351.2905",NA,NA,NA,"LPC(22:1)"
"LPC 22:1<OH>","[M+HCOO]-",638.4039,578.3827,224.0682,"353.3061;335.2956",NA,"353.3061;335.2956",NA,NA,NA,"LPC(22:1)"
"LPC 22:1<OOH>","[M+HCOO]-",654.3988,594.3776,224.0682,"369.301;351.2905",NA,"369.301;351.2905",NA,NA,NA,"LPC(22:1)"
"LPC 13:0<COOH>","[M-H]-",482.2524,NA,224.0682,"243.1602;225.1496",NA,"243.1602;225.1496",NA,NA,NA,"LPC(22:1); LPC(22:2)"
"LPC 13:0<oxo>","[M+HCOO]-",512.263,452.2419,224.0682,"227.1653",NA,"227.1653",NA,NA,NA,"LPC(22:1); LPC(22:2)"
"LPC 7:0<COOH>","[M-H]-",398.1585,NA,224.0682,"159.0663;141.0557",NA,"159.0663;141.0557",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 7:0<oxo>","[M+HCOO]-",428.1691,368.148,224.0682,"143.0714",NA,"143.0714",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 16:3<oxo,COOH>","[M-H]-",532.2317,NA,224.0682,"293.1394;275.1289",NA,"293.1394;275.1289",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 16:3<OH,COOH>","[M-H]-",534.2474,NA,224.0682,"295.1551;277.1445",NA,"295.1551;277.1445",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 16:3<OOH,COOH>","[M-H]-",550.2423,NA,224.0682,"311.15;293.1394",NA,"311.15;293.1394",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 16:3<COOH>","[M-H]-",518.2524,NA,224.0682,"279.1602;261.1496",NA,"279.1602;261.1496",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 16:3<OH,2oxo>","[M+HCOO]-",578.2372,518.2161,224.0682,"293.1394;275.1289",NA,"293.1394;275.1289",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 16:3<2oxo,OOH>","[M+HCOO]-",594.2321,534.211,224.0682,"309.1344;291.1238",NA,"309.1344;291.1238",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 16:3<2oxo>","[M+HCOO]-",562.2423,502.2211,224.0682,"277.1445",NA,"277.1445",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 16:3<OH,oxo,OOH>","[M+HCOO]-",596.2478,536.2266,224.0682,"311.15;293.1394",NA,"311.15;293.1394",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 16:3<OH,oxo>","[M+HCOO]-",564.2579,504.2368,224.0682,"279.1602;261.1496",NA,"279.1602;261.1496",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 16:3<oxo,OOH>","[M+HCOO]-",580.2528,520.2317,224.0682,"295.1551;277.1445",NA,"295.1551;277.1445",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 16:3<oxo>","[M+HCOO]-",548.263,488.2419,224.0682,"263.1653",NA,"263.1653",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 13:2<oxo,COOH>","[M-H]-",492.2004,NA,224.0682,"253.1081;235.0976",NA,"253.1081;235.0976",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 13:2<OH,COOH>","[M-H]-",494.2161,NA,224.0682,"255.1238;237.1132",NA,"255.1238;237.1132",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 13:2<OOH,COOH>","[M-H]-",510.211,NA,224.0682,"271.1187;253.1081",NA,"271.1187;253.1081",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 13:2<COOH>","[M-H]-",478.2211,NA,224.0682,"239.1289;221.1183",NA,"239.1289;221.1183",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 13:2<OH,2oxo>","[M+HCOO]-",538.2059,478.1848,224.0682,"253.1081;235.0976",NA,"253.1081;235.0976",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 13:2<2oxo,OOH>","[M+HCOO]-",554.2008,494.1797,224.0682,"269.1031;251.0925",NA,"269.1031;251.0925",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 13:2<2oxo>","[M+HCOO]-",522.211,462.1898,224.0682,"237.1132",NA,"237.1132",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 13:2<OH,oxo,OOH>","[M+HCOO]-",556.2165,496.1953,224.0682,"271.1187;253.1081",NA,"271.1187;253.1081",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 13:2<OH,oxo>","[M+HCOO]-",524.2266,464.2055,224.0682,"239.1289;221.1183",NA,"239.1289;221.1183",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 13:2<oxo,OOH>","[M+HCOO]-",540.2215,480.2004,224.0682,"255.1238;237.1132",NA,"255.1238;237.1132",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 13:2<oxo>","[M+HCOO]-",508.2317,448.2106,224.0682,"223.134",NA,"223.134",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 10:1<oxo,COOH>","[M-H]-",452.1691,NA,224.0682,"213.0768;195.0663",NA,"213.0768;195.0663",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 10:1<OH,COOH>","[M-H]-",454.1848,NA,224.0682,"215.0925;197.0819",NA,"215.0925;197.0819",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 10:1<OOH,COOH>","[M-H]-",470.1797,NA,224.0682,"231.0874;213.0768",NA,"231.0874;213.0768",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 10:1<COOH>","[M-H]-",438.1898,NA,224.0682,"199.0976;181.087",NA,"199.0976;181.087",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 10:1<2oxo>","[M+HCOO]-",482.1797,422.1585,224.0682,"197.0819",NA,"197.0819",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 10:1<OH,oxo>","[M+HCOO]-",484.1953,424.1742,224.0682,"199.0976;181.087",NA,"199.0976;181.087",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 10:1<oxo,OOH>","[M+HCOO]-",500.1902,440.1691,224.0682,"215.0925;197.0819",NA,"215.0925;197.0819",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 10:1<oxo>","[M+HCOO]-",468.2004,408.1793,224.0682,"183.1027",NA,"183.1027",NA,NA,NA,"LPC(22:4); LPC(22:5)"
"LPC 22:5<2OH,oxo>","[M+HCOO]-",660.3154,600.2943,224.0682,"375.2177;357.2071",NA,"375.2177;357.2071",NA,NA,NA,"LPC(22:5)"
"LPC 22:5<OH,oxo,OOH>","[M+HCOO]-",676.3104,616.2892,224.0682,"391.2126;373.202",NA,"391.2126;373.202",NA,NA,NA,"LPC(22:5)"
"LPC 22:5<OH,oxo>","[M+HCOO]-",644.3205,584.2994,224.0682,"359.2228;341.2122",NA,"359.2228;341.2122",NA,NA,NA,"LPC(22:5)"
"LPC 22:5<oxo,OOH>","[M+HCOO]-",660.3154,600.2943,224.0682,"375.2177;357.2071",NA,"375.2177;357.2071",NA,NA,NA,"LPC(22:5)"
"LPC 22:5<oxo>","[M+HCOO]-",628.3256,568.3045,224.0682,"343.2279",NA,"343.2279",NA,NA,NA,"LPC(22:5)"
"LPC 22:5<2OH,OOH>","[M+HCOO]-",678.326,618.3049,224.0682,"393.2283;375.2177",NA,"393.2283;375.2177",NA,NA,NA,"LPC(22:5)"
"LPC 22:5<2OH>","[M+HCOO]-",646.3362,586.315,224.0682,"361.2384;343.2279",NA,"361.2384;343.2279",NA,NA,NA,"LPC(22:5)"
"LPC 22:5<OH,OOH>","[M+HCOO]-",662.3311,602.31,224.0682,"377.2333;359.2228",NA,"377.2333;359.2228",NA,NA,NA,"LPC(22:5)"
"LPC 22:5<OH>","[M+HCOO]-",630.3413,570.3201,224.0682,"345.2435;327.233",NA,"345.2435;327.233",NA,NA,NA,"LPC(22:5)"
"LPC 22:5<OOH>","[M+HCOO]-",646.3362,586.315,224.0682,"361.2384;343.2279",NA,"361.2384;343.2279",NA,NA,NA,"LPC(22:5)"
"LPC 19:4<oxo,COOH>","[M-H]-",572.263,NA,224.0682,"333.1707;315.1602",NA,"333.1707;315.1602",NA,NA,NA,"LPC(22:5)"
"LPC 19:4<OH,COOH>","[M-H]-",574.2787,NA,224.0682,"335.1864;317.1758",NA,"335.1864;317.1758",NA,NA,NA,"LPC(22:5)"
"LPC 19:4<OOH,COOH>","[M-H]-",590.2736,NA,224.0682,"351.1813;333.1707",NA,"351.1813;333.1707",NA,NA,NA,"LPC(22:5)"
"LPC 19:4<COOH>","[M-H]-",558.2837,NA,224.0682,"319.1915;301.1809",NA,"319.1915;301.1809",NA,NA,NA,"LPC(22:5)"
"LPC 19:4<OH,2oxo>","[M+HCOO]-",618.2685,558.2474,224.0682,"333.1707;315.1602",NA,"333.1707;315.1602",NA,NA,NA,"LPC(22:5)"
"LPC 19:4<2oxo,OOH>","[M+HCOO]-",634.2634,574.2423,224.0682,"349.1657;331.1551",NA,"349.1657;331.1551",NA,NA,NA,"LPC(22:5)"
"LPC 19:4<2oxo>","[M+HCOO]-",602.2736,542.2524,224.0682,"317.1758",NA,"317.1758",NA,NA,NA,"LPC(22:5)"
"LPC 19:4<OH,oxo,OOH>","[M+HCOO]-",636.2791,576.2579,224.0682,"351.1813;333.1707",NA,"351.1813;333.1707",NA,NA,NA,"LPC(22:5)"
"LPC 19:4<OH,oxo>","[M+HCOO]-",604.2892,544.2681,224.0682,"319.1915;301.1809",NA,"319.1915;301.1809",NA,NA,NA,"LPC(22:5)"
"LPC 19:4<oxo,OOH>","[M+HCOO]-",620.2841,560.263,224.0682,"335.1864;317.1758",NA,"335.1864;317.1758",NA,NA,NA,"LPC(22:5)"
