"Polarity","Alignment.ID","Adduct.type","Average.Rt.min.","Metabolite.curated","Ontology","Fenton_0h_1","Fenton_0h_2","Fenton_0h_3","Fenton_1min_1","Fenton_1min_2","Fenton_1min_3","Fenton_20min_1","Fenton_20min_2","Fenton_20min_3","Fenton_4h_1","Fenton_4h_2","Fenton_4h_3","Fenton_24h_1","Fenton_24h_2","Fenton_24h_3","Fenton_72h_1","Fenton_72h_2","Fenton_72h_3"
"Pos",48918,"[M+NH4]+",23.696,"TG 16:0_17:0_18:1","TG",26116323,22995533,18531066,6593500,5276029,4848446,4999663,7339147,8190821,4984146,3219813,3934276,2660882,3914323,3553433,3298355,2254602,2519966
"Pos",53234,"[M+NH4]+",22.952,"TG 16:0_17:0_22:5","TG",247681,234848,108240,32883,10496,6785,5354,15154,16806,4682,0,0,0,0,0,0,0,0
"Pos",48712,"[M+NH4]+",23.119,"TG 16:0_17:1_18:1","TG",27908488,24412828,18752957,6298025,4405424,3928373,5044127,6935052,8166520,3671057,2302567,2907032,1793235,2889818,2377661,2448683,1682035,1817892
"Pos",53062,"[M+NH4]+",22.286,"TG 16:0_17:1_22:5","TG",361996,353919,256024,31948,0,6701,0,7878,6117,0,0,0,0,0,0,0,0,0
"Pos",50410,"[M+NH4]+",24.442,"TG 16:0_18:0_18:0","TG",15626958,14081317,11037511,5343955,5053330,4807120,4283701,6308255,6711121,5653869,3919704,4582878,3520856,4987251,4535166,3907366,3204226,3396328
"Pos",50217,"[M+NH4]+",23.971,"TG 16:0_18:0_18:1","TG",143389495,124829427,102554031,37259277,29749030,27556465,28233992,43081029,48315609,26623701,17231436,20411247,12836645,22017373,18177375,17437698,11270738,12942975
"Pos",51454,"[M+NH4]+",24.203,"TG 16:0_18:0_19:1","TG",8414180,7393338,5890071,2261619,1927376,1720614,1769202,2608301,2954842,1812289,1138891,1466040,880529,1410953,1248177,1166042,847952,920162
"Pos",52878,"[M+NH4]+",24.854,"TG 16:0_18:0_20:0","TG",3638336,3306492,2785778,1571760,1556924,1509288,1336780,1790586,1818638,1626003,1312807,1480649,1369166,1509742,1467810,1341895,1214646,1242470
"Pos",52670,"[M+NH4]+",24.451,"TG 16:0_18:0_20:1","TG",27314129,24644057,19285472,7699104,5919782,5393766,5638332,8192278,9582022,5430765,3404062,4332684,2647281,4340123,3834813,3745688,2417175,2631810
"Pos",55038,"[M+NH4]+",24.854,"TG 16:0_18:0_22:1","TG",9831129,8734777,6982851,2613037,2320599,2033596,2084171,3074267,3259313,2049483,1460361,1705132,1189379,1657919,1476193,1501420,1035854,1145962
"Pos",54388,"[M+NH4]+",23.23,"TG 16:0_18:0_22:5","TG",3921278,3471721,2427738,766857,277386,515636,209681,393929,643731,106387,20138,32243,8427,35630,13898,51029,41757,11575
"Pos",54224,"[M+NH4]+",23.008,"TG 16:0_18:0_22:6","TG",1916098,1703443,1356087,393109,365647,278059,168292,218308,271447,0,0,4055,0,0,0,0,0,0
"Pos",57329,"[M+NH4]+",25.498,"TG 16:0_18:0_24:0","TG",2112343,1958529,1663507,928558,874196,829071,821329,1088919,1009518,949884,783195,805526,653902,942759,828659,782041,617499,659265
"Pos",59366,"[M+NH4]+",25.741,"TG 16:0_18:0_26:0","TG",638291,614634,499570,289083,317218,282119,294386,346283,339876,295984,225881,268451,224017,306581,275664,238655,230833,221343
"Pos",50031,"[M+NH4]+",23.43,"TG 16:0_18:1_18:1","TG",361036628,311775062,257542014,82729992,57322108,50677140,64120238,96942121,112270151,48105902,29669620,37156972,20383262,35109577,29512937,30604095,18399255,21142482
"Pos",49851,"[M+NH4]+",22.855,"TG 16:0_18:1_18:2","TG",87498774,72940034,60398843,19765721,13435863,12077816,16150037,22299075,24851372,10355219,7554809,8604273,5572337,7885949,7118931,7800998,5526552,5876665
"Pos",51252,"[M+NH4]+",23.708,"TG 16:0_18:1_19:1","TG",24694157,21271219,17193259,5507768,3666708,3296604,4242959,6186981,6970599,3079861,1891329,2457185,1396004,2178488,1911857,2015843,1239916,1434770
"Pos",52472,"[M+NH4]+",23.982,"TG 16:0_18:1_20:1","TG",111274231,92721883,78357441,26428669,17999055,16021657,20529479,30392820,35470173,14684341,9099539,11501542,6660153,10719293,8962451,9729507,5821715,6646714
"Pos",51982,"[M+NH4]+",22.617,"TG 16:0_18:1_20:4","TG",6468456,5774410,4863651,1816781,1273758,1274201,913254,761813,801271,157623,73241,315116,95031,45481,61444,84072,160214,83167
"Pos",51816,"[M+NH4]+",22.09,"TG 16:0_18:1_20:5","TG",1053229,1090344,756258,140755,68814,123077,76807,67881,125172,50947,16735,38563,12336,18459,22991,29848,46033,10683
"Pos",53406,"[M+NH4]+",23.339,"TG 16:0_18:1_21:3","TG",1574371,1331811,631459,155270,80215,28645,65114,69147,135713,0,0,8794,8644,19262,7413,7402,5239,12784
"Pos",54389,"[M+NH4]+",23.081,"TG 16:0_18:1_22:4","TG",2950651,4304251,2106554,663403,805566,350877,528118,916967,758717,106387,24224,38299,19245,57303,76867,16326,25890,46677
"Pos",54226,"[M+NH4]+",22.624,"TG 16:0_18:1_22:5","TG",7768198,6391292,5348178,1640490,1068248,1041692,808885,1074901,1341746,28566,27137,42616,5757,4646,19507,11989,4292,8484
"Pos",54064,"[M+NH4]+",22.345,"TG 16:0_18:1_22:6","TG",5170360,4369677,3510258,1124907,778942,687603,450908,591560,763413,0,0,0,0,0,0,0,0,0
"Pos",57017,"[M+NH4]+",24.855,"TG 16:0_18:1_24:1","TG",12268618,10880041,8736149,2846186,2105235,1784385,2218573,3285604,3831675,1728316,1063315,1322671,787737,1202739,1061180,1193310,392343,844081
"Pos",58070,"[M+NH4]+",25.031,"TG 16:0_18:1_25:1","TG",1348150,1169804,1001400,413951,248055,270442,310974,459851,524642,241459,119600,121468,133331,170176,171024,131878,51816,112011
"Pos",59077,"[M+NH4]+",25.199,"TG 16:0_18:1_26:1","TG",7734520,6933586,5504185,1971774,1352481,1199541,1500289,2202852,2554442,1142027,756295,919939,513800,814328,726813,815041,439249,544035
"Pos",62547,"[M+NH4]+",25.729,"TG 16:0_18:1_30:1","TG",1295173,1154820,932341,329194,243573,183891,251367,380277,415215,213841,127518,157150,62869,140478,128758,111839,82887,65378
"Pos",63819,"[M+NH4]+",25.948,"TG 16:0_18:1_32:1","TG",676753,600648,455222,172834,77032,104058,140124,216084,237057,107984,61433,69564,25685,46574,33861,76567,9044,20469
"Pos",49502,"[M+NH4]+",21.622,"TG 16:0_18:2_18:3","TG",657080,610340,494411,280444,204513,213118,252721,283165,276071,240025,131542,206549,168550,207107,188191,184778,215876,190166
"Pos",60019,"[M+NH4]+",25.346,"TG 16:0_19:1_26:1","TG",770242,715458,590129,242962,156271,173842,169786,276966,288368,73309,77116,40262,62909,69841,83036,115654,34446,38682
"Pos",60911,"[M+NH4]+",25.484,"TG 16:0_20:1_26:1","TG",3087242,2822015,2178589,754486,535117,501023,621049,897378,1035581,462403,291343,413570,143248,331907,263490,304008,206964,202969
"Pos",55693,"[M+NH4]+",23.824,"TG 16:0_20:2_21:2","TG",461434,277696,526647,78758,18758,20361,46910,39890,50875,8357,4541,4130,7037,8961,2720,4122,4381,0
"Pos",55965,"[M+NH4]+",21.73,"TG 16:0_20:4_22:5","TG",206695,106662,72334,7982,0,3969,0,8218,16970,5874,0,3359,3096,5195,0,0,0,3349
"Pos",58060,"[M+NH4]+",22.319,"TG 16:0_22:4_22:5","TG",43559,5826,9504,15311,70262,95204,0,3777,3443,0,0,0,0,0,0,0,0,0
"Pos",57911,"[M+NH4]+",21.999,"TG 16:0_22:4_22:6","TG",101,4400,10610,0,0,0,0,0,0,0,0,0,0,4304,0,0,0,3789
"Pos",57743,"[M+NH4]+",21.382,"TG 16:0_22:5_22:6","TG",100763,58106,46809,0,0,0,0,0,0,0,0,6951,0,0,0,0,0,0
"Pos",57172,"[M+NH4]+",25.213,"TG 16:0_24:0_18:1","TG",7923502,7100084,5836956,2323239,1932383,1740552,1756100,2627732,2959697,1785725,1249237,1487923,957322,1512453,1281342,1298195,929427,1012187
"Pos",58218,"[M+NH4]+",25.36,"TG 16:0_25:0_18:1","TG",1011928,945077,805126,412335,385190,342519,364964,468261,471434,335598,281434,312911,242641,282340,276067,306053,256124,279139
"Pos",59220,"[M+NH4]+",25.498,"TG 16:0_26:0_18:1","TG",4009437,3644275,2841464,1234768,999551,912253,915869,1354101,1462398,907993,603293,761524,443122,741053,639314,690842,436920,480684
"Pos",44440,"[M+NH4]+",21.412,"TG 16:1_16:1_16:1","TG",459800,191339,259721,133275,130374,333714,100733,180314,115789,80357,13613,37468,66512,96391,37523,46094,124583,96880
"Pos",47146,"[M+NH4]+",22.143,"TG 16:1_16:1_18:1","TG",17486560,15200809,12659170,4073886,2287067,2417643,3122658,4459155,5032181,1403257,889553,1691734,643721,1139541,579551,769933,470227,316456
"Pos",49322,"[M+NH4]+",21.057,"TG 16:1_16:1_20:4","TG",38410,40471,22856,3263,4438,4160,0,3682,3615,0,3401,5536,0,4129,3390,0,0,0
"Pos",48519,"[M+NH4]+",22.512,"TG 16:1_17:1_18:1","TG",3992596,3033001,2642374,738234,487763,252731,759248,793307,765110,97199,189727,101263,94945,200276,170307,184738,44248,96846
"Pos",49682,"[M+NH4]+",22.277,"TG 16:1_18:1_18:2","TG",8689294,7640111,6854271,3204030,2505952,2448856,2767415,3291118,3288955,2232130,2020984,2247716,1921180,2253593,2113512,2284989,1898975,1930760
"Pos",51634,"[M+NH4]+",21.325,"TG 16:1_18:1_20:5","TG",69201,89099,25350,10705,0,0,4634,0,5894,0,0,0,5840,0,0,5103,0,0
"Pos",54065,"[M+NH4]+",21.949,"TG 16:1_18:1_22:5","TG",892392,203305,570006,80482,105706,48001,50173,57801,67523,0,3734,0,0,0,0,0,7271,4111
"Pos",53897,"[M+NH4]+",21.61,"TG 16:1_18:1_22:6","TG",994013,768228,650406,184738,56470,35312,12172,17670,33265,0,0,0,0,0,0,0,0,0
"Pos",51072,"[M+NH4]+",23.144,"TG 17:1_18:1_18:1","TG",12199019,10307552,8414170,2502931,1429401,1406755,2022515,2726333,3245672,1044626,697773,875199,491075,644681,535224,571422,324490,393323
"Pos",50920,"[M+NH4]+",22.641,"TG 17:1_18:1_18:2","TG",1145089,853502,423513,83614,76413,24351,65532,153366,151902,47997,23012,5151,9779,17707,9485,19087,5357,14786
"Pos",55396,"[M+NH4]+",22.95,"TG 17:1_18:1_22:4","TG",379851,260481,225784,55263,5514,14475,12074,5900,30873,0,0,0,0,0,0,0,0,0
"Pos",55221,"[M+NH4]+",22.306,"TG 17:1_18:1_22:5","TG",51963,75885,60468,3165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pos",57923,"[M+NH4]+",24.662,"TG 17:1_18:1_24:1","TG",776020,666399,547371,122954,91123,97590,130355,208821,194952,45846,23786,49270,8656,20766,11935,26814,4506,3779
"Pos",53739,"[M+NH4]+",24.213,"TG 18:0_18:1_19:1","TG",6362570,5356943,4554407,1581522,1064123,955189,1202189,1771208,2010896,898067,575140,693570,353311,659266,543803,555557,299511,360516
"Pos",54870,"[M+NH4]+",24.454,"TG 18:0_18:1_20:1","TG",22711086,19500039,15443925,5428498,3812315,3389670,4253851,6008572,7163186,3229583,1904999,2459116,1415218,2247157,1969836,1971532,1259228,1437998
"Pos",56569,"[M+NH4]+",23.699,"TG 18:0_18:1_22:4","TG",1940396,2237974,1887372,446069,260691,200607,86350,133577,202177,0,0,13860,4250,0,0,3471,0,0
"Pos",56424,"[M+NH4]+",23.234,"TG 18:0_18:1_22:5","TG",5607496,4833328,3370788,938325,680008,440678,320978,560976,827849,7834,0,3696,4501,3739,0,0,0,0
"Pos",56270,"[M+NH4]+",23.024,"TG 18:0_18:1_22:6","TG",2327280,2059756,1546486,408415,243913,210284,179096,198668,301692,0,0,0,0,0,0,0,0,0
"Pos",61047,"[M+NH4]+",25.737,"TG 18:0_26:0_18:1","TG",1263781,1123899,938159,386448,311720,284086,302416,405242,443982,276952,195248,236807,164389,258030,213362,205019,78001,163314
"Pos",52320,"[M+NH4]+",23.454,"TG 18:1_18:1_18:1","TG",132804419,113782770,94637144,31244267,20164385,17966699,26419345,36082158,42063704,17319065,11801076,14793029,9089123,13220733,11698566,12713394,9099866,9252865
"Pos",52149,"[M+NH4]+",22.945,"TG 18:1_18:1_18:2","TG",24773521,21387310,18687387,8021341,5886534,5485676,7129931,8134591,9218942,5457665,4659735,5054348,4252822,5017539,4695671,4929800,4410674,4376770
"Pos",53557,"[M+NH4]+",23.723,"TG 18:1_18:1_19:1","TG",8843406,7400699,6000785,1815781,1016042,919480,1376800,1957000,2227080,720283,401641,612578,255130,461539,366404,429373,215471,248816
"Pos",53405,"[M+NH4]+",23.235,"TG 18:1_18:1_19:2","TG",1574371,1331811,149288,126220,62877,23614,110012,122284,114738,25528,12253,11951,4003,9130,3605,7402,8738,12784
"Pos",54707,"[M+NH4]+",23.988,"TG 18:1_18:1_20:1","TG",35162962,28631854,24101082,7662057,4712425,4142391,6013744,8497598,10042562,3528745,2072478,2611728,1399463,2280360,1945606,2349899,1342880,1508803
"Pos",54550,"[M+NH4]+",23.526,"TG 18:1_18:1_20:2","TG",9701287,8289250,6748763,2258281,1428227,1268320,1017052,1181668,2556618,715005,362677,321299,175068,245404,330303,454310,219109,128969
"Pos",56272,"[M+NH4]+",22.645,"TG 18:1_18:1_22:5","TG",3258516,2731007,2322231,706444,311331,160862,337987,353287,570748,0,0,0,0,0,0,0,0,0
"Pos",56097,"[M+NH4]+",22.369,"TG 18:1_18:1_22:6","TG",2593339,2138711,1773590,500601,363202,327085,190954,293348,387828,0,0,0,0,0,0,0,0,0
"Pos",58938,"[M+NH4]+",24.855,"TG 18:1_18:1_24:1","TG",5782983,5034633,3939802,1201884,743961,621143,916413,1349011,1633962,539356,342342,435207,197405,336003,240420,344352,203014,220894
"Pos",58789,"[M+NH4]+",24.493,"TG 18:1_18:1_24:2","TG",1570873,1368897,1063467,345257,141892,105525,213982,325976,385626,43286,11267,37349,15829,21135,29128,35978,4273,8249
"Pos",59897,"[M+NH4]+",25.026,"TG 18:1_18:1_25:1","TG",520064,415539,354010,120723,47584,50075,66217,119987,160753,48369,11791,8783,3214,2913,0,34095,3359,7382
"Pos",60800,"[M+NH4]+",25.191,"TG 18:1_18:1_26:1","TG",2742406,2401921,2023248,602145,390055,347214,518173,727767,885705,279358,150068,193268,106877,150150,151242,169855,90118,73264
"Pos",60683,"[M+NH4]+",24.871,"TG 18:1_18:1_26:2","TG",914542,807489,589393,163895,69870,49969,110082,171785,194586,29795,5456,8246,3592,4072,4117,9875,0,8000
"Pos",63734,"[M+NH4]+",25.726,"TG 18:1_18:1_30:1","TG",581665,562725,429542,118451,71514,65310,102989,156498,199123,56837,18506,24876,4006,15000,6077,35628,6574,3493
"Pos",64763,"[M+NH4]+",25.939,"TG 18:1_18:1_32:1","TG",391045,342795,244000,29126,37761,17345,40590,99981,108178,30952,8957,14797,0,20777,7665,0,0,7864
"Pos",51981,"[M+NH4]+",22.318,"TG 18:1_18:2_18:2","TG",5089041,4720494,4527708,3078240,2674278,2604274,3070537,3248248,3229908,2998832,2770823,2901432,2765882,3061467,2919723,2941645,2929412,2917906
"Pos",56098,"[M+NH4]+",22.038,"TG 18:1_18:2_22:5","TG",48316,58464,73897,6278,14588,18729,0,5138,4267,0,0,0,0,0,0,0,0,0
"Pos",55844,"[M+NH4]+",24.226,"TG 18:1_19:1_20:1","TG",2041573,1705858,1433254,434475,270073,215740,363878,500539,582955,163261,75514,134333,33824,34243,68645,118235,13814,46994
"Pos",57323,"[M+NH4]+",22.967,"TG 18:1_19:1_22:5","TG",131013,19475,31344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pos",56858,"[M+NH4]+",24.463,"TG 18:1_20:1_20:1","TG",9218296,7773906,6282312,2039846,1212043,1072245,1552879,2276159,2697690,914607,498222,686049,344331,546898,501352,547722,303148,341235
"Pos",56719,"[M+NH4]+",24.063,"TG 18:1_20:1_20:2","TG",3565486,2844242,2448509,734569,315649,289616,270354,739605,880955,149544,49960,114771,40704,112559,24545,70365,47590,49175
"Pos",58644,"[M+NH4]+",24.144,"TG 18:1_20:1_22:3","TG",452173,556792,262407,52001,17262,5481,8701,27725,71572,0,0,0,0,0,0,0,0,0
"Pos",58483,"[M+NH4]+",23.736,"TG 18:1_20:1_22:4","TG",1316563,1104076,844598,236728,64630,40329,61997,22725,219202,0,0,0,0,0,0,0,0,0
"Pos",58351,"[M+NH4]+",23.236,"TG 18:1_20:1_22:5","TG",1047446,1234994,540424,179681,71446,91631,102645,159958,76355,0,0,0,0,0,0,0,0,0
"Pos",58211,"[M+NH4]+",23.028,"TG 18:1_20:1_22:6","TG",617855,612191,479086,47570,43140,18104,9123,18191,7820,0,0,0,0,0,0,0,0,0
"Pos",62440,"[M+NH4]+",25.475,"TG 18:1_20:1_26:1","TG",1039145,928000,714554,240040,122217,81048,192406,257231,286376,79811,8829,82374,4234,70055,37529,47621,15287,19359
"Pos",58210,"[M+NH4]+",22.765,"TG 18:1_20:2_22:5","TG",162081,54689,65343,7143,0,9329,0,7338,0,0,0,0,0,0,0,0,0,0
"Pos",58061,"[M+NH4]+",22.184,"TG 18:1_20:3_22:5","TG",0,6903,9504,5484,36150,30782,0,0,0,0,0,0,0,0,0,0,0,0
"Pos",57912,"[M+NH4]+",21.723,"TG 18:1_20:4_22:5","TG",73528,22452,38747,0,0,4784,0,3379,0,0,0,0,0,0,0,0,0,0
"Pos",60400,"[M+NH4]+",24.209,"TG 18:1_22:1_22:4","TG",141537,69985,67191,11239,5316,9668,0,3322,0,0,0,0,0,0,0,0,0,0
"Pos",60273,"[M+NH4]+",23.779,"TG 18:1_22:1_22:5","TG",345043,172497,243530,23760,4893,4229,0,4208,8004,0,0,0,0,0,0,0,0,0
"Pos",60015,"[M+NH4]+",22.882,"TG 18:1_22:4_22:4","TG",0,0,0,0,0,6399,0,3872,0,0,0,0,0,0,0,0,3515,0
"Pos",59889,"[M+NH4]+",22.333,"TG 18:1_22:4_22:5","TG",9946,4457,5248,0,4433,10900,0,0,0,0,0,0,0,0,0,0,0,3443
"Pos",59743,"[M+NH4]+",22.043,"TG 18:1_22:4_22:6","TG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pos",59742,"[M+NH4]+",21.735,"TG 18:1_22:5_22:5","TG",10115,0,5824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pos",59594,"[M+NH4]+",21.411,"TG 18:1_22:5_22:6","TG",38836,16005,5237,0,0,0,0,0,0,0,0,0,8076,0,0,0,0,0
"Pos",60541,"[M+NH4]+",24.577,"TG 18:1_24:1_20:3","TG",244447,216892,90605,4623,4995,5592,3441,13152,7911,0,0,0,0,0,0,0,0,3732
"Pos",51815,"[M+NH4]+",21.622,"TG 18:2_18:2_18:2","TG",1984938,1731181,1710927,1475190,1279997,1244101,1555822,1474697,1496305,1579323,1472285,1504791,1464627,1578506,1481887,1584388,1434686,1463176
"Pos",18807,"[M+NH4]+",10.768,"TG 8:0_8:0_10:0","TG",111264,151387,108028,53953,33549,31229,72395,61884,31662,20297,63802,47606,174352,546355,23846,31099,22377,136685
"Pos",16801,"[M+NH4]+",9.496,"TG 8:0_8:0_8:0 (a)","TG",24117,142323,270929,126166,48967,1491681,209575,332904,209950,57912,34345,99019,498681,250491,93804,73593,116761,351783
"Pos",16802,"[M+NH4]+",9.891,"TG 8:0_8:0_8:0 (b)","TG",52517,118209,63307,18679,14785,25920,26251,32718,30754,18906,12324,6016,68254,327666,15451,39464,0,41055
