"Polarity","Alignment.ID","Adduct.type","Average.Rt.min.","Metabolite.curated","Ontology","Fenton_0h_1","Fenton_0h_2","Fenton_0h_3","Fenton_1min_1","Fenton_1min_2","Fenton_1min_3","Fenton_20min_1","Fenton_20min_2","Fenton_20min_3","Fenton_4h_1","Fenton_4h_2","Fenton_4h_3","Fenton_24h_1","Fenton_24h_2","Fenton_24h_3","Fenton_72h_1","Fenton_72h_2","Fenton_72h_3"
"Neg",61180,"[M-H]-",23.249,"CL 14:0_16:0_16:0_18:1","CL",274746,278053,249638,0,0,0,7697,18941,0,4135,0,0,0,0,0,0,0,0
"Neg",61102,"[M-H]-",22.147,"CL 14:0_16:1_16:1_18:1","CL",540184,440012,413078,0,3230,0,22505,37123,0,0,0,0,0,0,0,3217,5178,0
"Neg",61146,"[M-H]-",22.722,"CL 14:0_18:1_16:0_16:1","CL",363782,413445,376937,0,0,10523,5444,37028,0,0,0,0,0,0,4140,0,0,0
"Neg",62045,"[M-H]-",23.48,"CL 15:0_18:1_16:0_18:1","CL",268809,226640,170096,0,0,0,4203,5613,0,0,0,0,0,0,0,0,0,0
"Neg",61787,"[M-H]-",23.729,"CL 16:0_16:0_16:0_18:1","CL",619469,556205,492161,0,0,3377,20669,23535,0,17165,0,0,3577,0,4845,6964,4002,5699
"Neg",61750,"[M-H]-",23.246,"CL 16:0_16:1_16:0_18:1","CL",1971212,1851092,1696946,0,3861,49010,137340,259509,18218,21220,0,12266,0,0,3406,42018,0,0
"Neg",61702,"[M-H]-",22.73,"CL 16:0_16:1_16:1_18:1 (a)","CL",2112639,2282047,1844304,4507,0,57900,299477,442191,30430,8388,0,0,0,0,4240,30438,5218,0
"Neg",61701,"[M-H]-",22.989,"CL 16:0_16:1_16:1_18:1 (b)","CL",288091,111530,245206,0,0,5133,12360,34096,0,3477,0,0,0,0,0,3362,0,0
"Neg",62002,"[M-H]-",23.002,"CL 16:0_17:1_16:1_18:1","CL",633587,367643,516382,0,0,0,55149,57615,0,0,0,0,0,0,0,0,0,0
"Neg",62336,"[M-H]-",23.712,"CL 16:0_18:1_16:0_18:1 (a)","CL",5294614,4858239,4259549,36892,27708,262568,840487,1184732,97791,210535,4731,139128,0,4021,16007,107793,56144,0
"Neg",62339,"[M-H]-",24.508,"CL 16:0_18:1_16:0_18:1 (b)","CL",20215,52853,18585,3262,0,0,0,4096,0,0,0,0,0,0,0,0,0,0
"Neg",62338,"[M-H]-",24.871,"CL 16:0_18:1_16:0_18:1 (c)","CL",6436,6190,3669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neg",62296,"[M-H]-",23.243,"CL 16:0_18:1_16:1_18:1","CL",6052958,5531238,4795403,33782,18265,310446,569962,1139683,169199,105653,0,59230,0,0,0,166671,37494,10366
"Neg",62654,"[M-H]-",23.924,"CL 16:0_18:1_17:0_18:1","CL",275056,220733,89240,0,4107,0,3591,33032,0,3373,0,0,0,0,0,0,0,0
"Neg",62606,"[M-H]-",23.476,"CL 16:0_18:1_17:1_18:1","CL",661890,534772,509321,0,0,0,39552,15108,0,2445,0,3663,0,0,0,0,0,0
"Neg",62989,"[M-H]-",24.146,"CL 16:0_18:1_18:0_18:1","CL",174102,430770,366667,0,0,0,42104,15878,0,0,0,3401,0,0,0,0,3222,0
"Neg",62943,"[M-H]-",23.716,"CL 16:0_18:1_18:1_18:1 (a)","CL",3253783,2195241,2653130,0,4261,43997,422332,709962,39733,29749,0,14099,0,0,0,57398,9283,0
"Neg",62941,"[M-H]-",23.989,"CL 16:0_18:1_18:1_18:1 (b)","CL",97274,84756,84801,3683,0,4129,7191,50453,3687,5093,0,0,0,0,0,0,3791,0
"Neg",62942,"[M-H]-",24.871,"CL 16:0_18:1_18:1_18:1 (c)","CL",8064,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neg",62893,"[M-H]-",23.67,"CL 16:0_18:2_18:1_18:1","CL",407627,1430727,320108,0,11037,4137,19729,134273,3481,0,0,3561,0,0,0,6873,0,0
"Neg",61053,"[M-H]-",21.514,"CL 16:1_16:1_16:1_16:1","CL",169506,141972,222584,0,0,0,0,3452,5782,0,4495,0,0,0,0,0,4662,0
"Neg",61655,"[M-H]-",22.166,"CL 16:1_16:1_16:1_18:1","CL",2683240,2492274,2149413,10306,0,48957,276248,443420,60570,2940,0,0,0,0,0,18838,0,0
"Neg",61619,"[M-H]-",21.588,"CL 16:1_16:1_16:1_18:2","CL",407503,448092,217002,0,0,0,19161,15387,6324,0,0,0,0,0,0,0,0,0
"Neg",61957,"[M-H]-",22.471,"CL 16:1_17:1_17:1_17:1","CL",631156,525500,480828,0,0,0,19807,36449,6278,0,0,0,0,0,0,0,0,0
"Neg",62244,"[M-H]-",22.737,"CL 16:1_18:1_16:1_18:1 (a)","CL",7287805,8301426,6648229,96723,63721,264437,1221095,1442511,209300,63100,0,12922,0,3710,4509,145586,6739,0
"Neg",62245,"[M-H]-",22.986,"CL 16:1_18:1_16:1_18:1 (b)","CL",1163875,377505,869335,19036,4526,32073,76876,103378,55146,0,0,4486,0,0,0,0,0,0
"Neg",62243,"[M-H]-",23.724,"CL 16:1_18:1_16:1_18:1 (c)","CL",78231,41598,36854,0,0,4167,0,0,0,0,0,0,0,0,0,0,0,0
"Neg",62207,"[M-H]-",22.226,"CL 16:1_18:1_16:1_18:2 (a)","CL",3378426,3252219,2731370,13306,9287,84434,238454,460568,132452,0,0,0,0,4350,0,0,0,0
"Neg",62206,"[M-H]-",23.248,"CL 16:1_18:1_16:1_18:2 (b)","CL",167473,131477,215417,0,0,0,4444,4714,0,0,0,0,0,0,0,0,0,0
"Neg",62736,"[M-H]-",22.094,"CL 16:1_18:1_16:1_20:4","CL",439747,351245,579139,0,4053,0,4948,16512,0,0,0,0,0,0,0,3285,4750,0
"Neg",62561,"[M-H]-",23.01,"CL 16:1_18:1_17:1_18:1","CL",1910953,1783507,1542372,0,0,14213,221138,248737,9998,2671,0,0,0,0,0,4887,0,0
"Neg",62509,"[M-H]-",22.522,"CL 16:1_18:1_17:1_18:2","CL",573645,587021,441943,0,0,0,19589,46955,0,0,0,0,0,0,0,0,0,0
"Neg",62890,"[M-H]-",23.261,"CL 16:1_18:1_18:1_18:1","CL",9299731,8682857,7817715,109399,96473,224352,1231934,1617769,253223,43753,0,42140,0,0,4252,111864,27549,0
"Neg",62845,"[M-H]-",22.785,"CL 16:1_18:1_18:1_18:2 (a)","CL",9335529,9018143,8213962,36194,41668,328481,1156730,1110961,188327,2701,0,4859,0,0,0,28755,20961,0
"Neg",62844,"[M-H]-",23.159,"CL 16:1_18:1_18:1_18:2 (b)","CL",405079,654654,208084,10428,0,20608,41781,97661,5117,0,0,0,0,0,3875,0,0,0
"Neg",62846,"[M-H]-",23.709,"CL 16:1_18:1_18:1_18:2 (c)","CL",708243,727239,491549,0,0,3543,29844,42826,5118,2435,0,0,0,0,0,3164,0,0
"Neg",62795,"[M-H]-",22.701,"CL 16:1_18:1_18:2_18:2 (a)","CL",693864,156796,286682,0,0,12832,22571,41846,0,0,0,0,0,0,0,0,0,0
"Neg",62796,"[M-H]-",23.24,"CL 16:1_18:1_18:2_18:2 (b)","CL",678192,646280,614507,0,0,0,37925,53750,0,0,0,0,0,0,0,0,0,0
"Neg",63372,"[M-H]-",22.141,"CL 16:1_18:1_18:2_20:4","CL",1074599,860633,779038,0,0,0,4277,6770,6811,0,0,0,0,0,0,0,0,0
"Neg",62173,"[M-H]-",21.681,"CL 16:1_18:2_16:1_18:2 (a)","CL",328905,438237,411878,0,0,0,8173,3983,4698,0,0,0,0,0,0,0,0,0
"Neg",62172,"[M-H]-",22.726,"CL 16:1_18:2_16:1_18:2 (b)","CL",166450,196178,100823,0,0,0,5930,0,0,0,0,4128,0,0,0,0,0,0
"Neg",62692,"[M-H]-",21.521,"CL 16:1_18:2_16:1_20:4","CL",186695,166412,127076,0,0,0,0,4257,0,0,0,0,0,0,0,0,4845,0
"Neg",62797,"[M-H]-",22.304,"CL 16:1_18:2_18:1_18:2","CL",2357016,2142845,1960894,4012,0,58347,125067,170680,21838,0,0,0,0,0,0,0,0,0
"Neg",62735,"[M-H]-",21.779,"CL 16:1_18:2_18:2_18:2","CL",318237,183206,146651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neg",63420,"[M-H]-",23.649,"CL 16:1_20:4_18:1_18:1","CL",10479,259632,12844,0,0,0,3515,0,0,0,0,0,0,0,0,0,0,0
"Neg",63371,"[M-H]-",22.784,"CL 16:1_20:4_18:1_18:2","CL",849992,663532,885638,4236,0,9942,53290,32979,0,0,0,0,0,0,0,3428,0,0
"Neg",63228,"[M-H]-",23.49,"CL 17:1_18:1_18:1_18:1","CL",757028,600543,353705,0,0,0,37175,49792,4276,0,0,0,0,0,0,0,0,0
"Neg",63175,"[M-H]-",23.046,"CL 17:1_18:1_18:1_18:2","CL",1148869,1113326,1026947,5302,4472,17397,85008,125791,0,0,0,0,0,0,0,0,0,0
"Neg",63115,"[M-H]-",22.595,"CL 17:1_18:2_18:1_18:2","CL",223662,221117,159388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neg",63641,"[M-H]-",24.145,"CL 18:0_18:1_18:1_18:1","CL",105309,141028,128495,0,0,0,0,3232,0,0,0,0,0,0,0,0,0,0
"Neg",63586,"[M-H]-",23.727,"CL 18:1_18:1_18:1_18:1 (a)","CL",1921845,1579989,1702577,9362,10000,22040,155318,342687,19290,2280,0,5112,0,0,0,9378,0,0
"Neg",63585,"[M-H]-",24.871,"CL 18:1_18:1_18:1_18:1 (b)","CL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neg",63532,"[M-H]-",23.296,"CL 18:1_18:1_18:1_18:2","CL",4249440,4051953,3707963,9222,4959,149789,458310,580510,43480,0,0,4196,3523,0,0,18918,0,0
"Neg",64204,"[M-H]-",23.378,"CL 18:1_18:1_18:1_20:3","CL",171935,356101,209439,0,0,0,14039,0,0,0,0,0,0,0,0,0,0,0
"Neg",64097,"[M-H]-",22.72,"CL 18:1_18:1_18:2_20:4","CL",280241,405969,278437,0,3559,0,0,8108,0,0,0,0,0,0,0,0,0,0
"Neg",63478,"[M-H]-",22.849,"CL 18:1_18:2_18:1_18:2 (a)","CL",2629099,3921180,2331917,11925,5558,75762,185897,270036,20434,0,0,0,0,0,0,0,0,0
"Neg",63477,"[M-H]-",23.009,"CL 18:1_18:2_18:1_18:2 (b)","CL",1460144,438488,1265796,10996,12735,25036,18942,49302,5845,0,0,0,0,0,0,0,0,0
"Neg",63474,"[M-H]-",23.221,"CL 18:1_18:2_18:1_18:2 (c)","CL",707870,275039,519642,0,0,5326,32698,27279,0,0,0,0,0,0,0,3560,0,0
"Neg",63479,"[M-H]-",23.711,"CL 18:1_18:2_18:1_18:2 (d)","CL",380351,397551,337986,0,0,0,3738,24987,0,0,0,0,0,0,0,0,0,0
"Neg",64153,"[M-H]-",22.968,"CL 18:1_18:2_18:1_20:3 (a)","CL",665814,640819,549856,0,0,0,9307,4736,0,0,0,0,0,0,0,0,0,0
"Neg",64152,"[M-H]-",23.72,"CL 18:1_18:2_18:1_20:3 (b)","CL",136378,134994,163891,0,0,0,0,8400,0,0,0,5308,0,0,0,0,0,0
"Neg",64095,"[M-H]-",23.292,"CL 18:1_18:2_18:1_20:4","CL",239312,482297,387457,0,0,4481,9772,12284,0,0,0,0,0,0,0,3867,0,0
"Neg",63418,"[M-H]-",22.387,"CL 18:1_18:2_18:2_18:2 (a)","CL",939174,835895,653807,0,0,0,26867,6873,4283,0,0,0,0,0,0,0,0,0
"Neg",63419,"[M-H]-",22.512,"CL 18:1_18:2_18:2_18:2 (b)","CL",110809,91874,44284,0,0,4240,4382,19626,4283,0,0,0,0,0,0,0,0,0
"Neg",63417,"[M-H]-",22.692,"CL 18:1_18:2_18:2_18:2 (c)","CL",597416,1064579,593169,0,3426,0,21159,21241,0,0,0,5435,0,0,0,0,0,0
"Neg",63416,"[M-H]-",23.257,"CL 18:1_18:2_18:2_18:2 (d)","CL",937120,530141,966507,0,0,10898,40855,85873,0,0,0,0,0,0,0,3322,4883,0
"Neg",64047,"[M-H]-",22.214,"CL 18:1_18:2_18:2_20:4 (a)","CL",323713,246367,299061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neg",64045,"[M-H]-",22.85,"CL 18:1_18:2_18:2_20:4 (b)","CL",394406,348969,268790,0,0,0,6369,3593,0,0,0,0,0,0,0,0,0,0
"Pos",21835,"[M+NH4]+",13.992,"DG 14:0_16:0","DG",4746387,6405873,4548394,2510416,2479408,2192810,1721406,2365262,2485886,1944683,932177,1197687,977655,928550,1271594,1021740,880882,633075
"Pos",23818,"[M+NH4]+",15.303,"DG 16:0_16:0","DG",58330007,55216897,41729784,18625005,17987062,14837435,12371593,17345718,19605139,14933562,7286426,9510681,7707663,7610917,10034534,8410100,6598759,4783283
"Pos",23689,"[M+NH4]+",14.079,"DG 16:0_16:1","DG",25496278,44341768,35772542,13275548,10741360,8743785,8080757,10044005,11803298,3882198,1381971,2244862,1549711,737081,1969686,2327965,1452180,769093
"Pos",24764,"[M+NH4]+",14.768,"DG 16:0_17:1","DG",5941038,5801280,4635245,1738894,1445847,1035274,1140848,1289269,1559116,555271,81297,280918,201416,87571,261410,304850,153687,121533
"Pos",26055,"[M+NH4]+",16.833,"DG 16:0_18:0","DG",27347700,23633919,18785619,8389354,8439555,7119022,5699373,7722605,8889066,6671100,3172448,4231546,3264821,3343832,4385211,3951397,2904115,2198475
"Pos",25882,"[M+NH4]+",15.449,"DG 16:0_18:1","DG",234750811,218046807,167535733,57001385,45451374,35600262,34862101,44795796,53068651,18448283,6142704,10578209,7080252,3481961,9244487,11443427,6899237,3768626
"Pos",26988,"[M+NH4]+",16.174,"DG 16:0_19:1","DG",7819731,7200664,6365441,1679431,1344024,1055749,1185880,1377343,1715121,630544,185363,335558,198436,76748,164274,201314,80337,45609
"Pos",28240,"[M+NH4]+",18.444,"DG 16:0_20:0","DG",1150015,2166449,1747802,499551,417484,999036,956629,1158828,1231242,1053389,491841,436289,846482,888782,391326,869561,798385,774024
"Pos",29647,"[M+NH4]+",13.962,"DG 16:0_22:5","DG",7468736,6786453,5497415,845419,697685,624072,174612,263774,199153,3063,3791,0,0,2875,0,0,0,3266
"Pos",33024,"[M+NH4]+",21.124,"DG 16:0_24:0","DG",1181867,1071917,1011920,456320,434177,390247,352597,544170,511914,314200,39483,200859,128944,89402,189434,183033,135335,36354
"Pos",32844,"[M+NH4]+",19.932,"DG 16:0_24:1","DG",3723152,3519450,2772551,842932,680294,575005,535205,780758,908114,373671,92814,187830,35994,16233,63718,216006,78099,43666
"Pos",35564,"[M+NH4]+",22.073,"DG 16:0_26:0","DG",947288,858320,691367,139485,230202,282167,238460,373629,341163,233291,95037,135560,129468,89842,183039,111355,31364,20874
"Pos",35374,"[M+NH4]+",21.075,"DG 16:0_26:1","DG",2972561,2813695,1350460,631242,548840,339689,279678,365836,532846,181131,27352,43836,19438,5828,43968,44678,14846,24809
"Pos",25721,"[M+NH4]+",14.183,"DG 16:1_18:1","DG",24522690,43151462,33457499,11049362,8055986,6201381,6986295,8334416,9461671,2446059,1260057,1781559,1209588,961862,1414280,1944264,1287134,942578
"Pos",28238,"[M+NH4]+",18.497,"DG 18:0_18:0","DG",1344384,2166449,1747802,659006,770169,999036,956629,1158828,1231242,1053389,354361,563009,846482,888782,496493,869561,798385,774024
"Pos",28101,"[M+NH4]+",16.969,"DG 18:0_18:1","DG",60670507,53602266,43064551,11758290,9564287,7655360,7226559,9266939,11091473,3945318,1344297,2451004,743910,843794,1169015,1715999,1605039,962586
"Pos",30373,"[M+NH4]+",18.526,"DG 18:0_20:1","DG",6286780,5652172,4480666,1117387,896603,683533,694141,940528,766916,399108,85253,172339,146323,20202,180944,177949,75401,23465
"Pos",30207,"[M+NH4]+",17.559,"DG 18:0_20:2","DG",915042,808687,724073,76716,86777,29564,42555,79148,56867,10074,0,6530,4890,7870,9392,9007,13686,0
"Pos",30011,"[M+NH4]+",16.044,"DG 18:0_20:3","DG",5749869,4871409,4198108,445588,261428,231858,76937,90443,185553,3057,0,3770,2572,0,0,3524,3343,0
"Pos",29821,"[M+NH4]+",15.263,"DG 18:0_20:4 (a)","DG",11426884,7299551,5607669,39798,29488,30264,7528,6401,3406,3786,2498,3859,0,0,0,0,0,0
"Pos",29820,"[M+NH4]+",15.383,"DG 18:0_20:4 (b)","DG",4859970,5775325,5792492,576465,511473,462059,206684,96509,151959,0,0,3859,0,4233,0,0,3466,0
"Pos",32125,"[M+NH4]+",15.297,"DG 18:0_22:5 (a)","DG",3913305,3192199,2642496,257933,257614,194788,32873,87259,68996,4784,0,0,0,2969,6060,0,2905,0
"Pos",32122,"[M+NH4]+",15.354,"DG 18:0_22:5 (b)","DG",3913305,3192199,2642496,257933,257614,194788,40114,83584,68996,4132,0,0,0,0,6060,0,2905,0
"Pos",27948,"[M+NH4]+",15.558,"DG 18:1_18:1","DG",107444717,98182414,76723292,20512374,14207560,10898188,13636510,16383025,19635365,4735632,1911348,3006652,2067621,1393954,2502833,3632511,2155566,1413712
"Pos",27768,"[M+NH4]+",14.391,"DG 18:1_18:2 (a)","DG",3399367,3219664,1870373,1705092,1059161,1088850,1264940,1421460,880392,682470,632094,716543,359051,647319,635368,682635,582915,585585
"Pos",27770,"[M+NH4]+",14.486,"DG 18:1_18:2 (b)","DG",1351124,1479839,1948001,1705092,201665,1088850,1264940,1421460,349089,682470,632094,95018,359051,647319,635368,87147,74431,585585
"Pos",29014,"[M+NH4]+",16.285,"DG 18:1_19:1","DG",3735336,3361123,2580810,714061,467175,359378,321448,473376,630033,82117,9628,37022,6296,5888,10602,63307,24002,0
"Pos",30208,"[M+NH4]+",17.049,"DG 18:1_20:1","DG",18545700,16482823,13321185,3089176,2158112,1673538,1979999,2463627,2937229,614257,92908,324126,52655,46756,313481,487401,109881,37235
"Pos",30014,"[M+NH4]+",15.756,"DG 18:1_20:2","DG",1804332,1585646,1406593,301715,222940,78273,147230,58888,207856,3778,3281,0,3540,9046,7580,25274,4691,6805
"Pos",32664,"[M+NH4]+",18.647,"DG 18:1_22:1","DG",3415918,1457417,1556897,596343,366356,158307,246446,409119,534954,40399,6438,8111,0,0,19325,7177,0,0
"Pos",31945,"[M+NH4]+",14.032,"DG 18:1_22:5","DG",1341797,1656499,1173323,323674,80853,98026,109015,105449,151329,4763,10964,3887,0,3626,5027,0,0,0
"Pos",35198,"[M+NH4]+",20.02,"DG 18:1_24:1","DG",2275916,2144209,1583082,524438,346542,246277,137261,372505,509490,71186,3432,7451,7324,0,4039,24271,3157,0
"Pos",37831,"[M+NH4]+",21.13,"DG 18:1_26:1","DG",1067145,993273,789356,228281,145545,78839,24585,156968,243780,0,0,0,0,0,0,0,0,0
"Pos",27603,"[M+NH4]+",13.322,"DG 18:2_18:2","DG",46657731,38231378,42353297,3399977,1824028,1826721,23072941,23202454,21499476,42424887,39490894,38828456,30961182,41302407,32325866,37109300,39377264,29677364
"Neg",4114,"[M-H]-",7.176,"FA 16:0 (a)","FA",28385,25782,85164,41496,22099,43602,66278,72730,126504,302799,139118,173696,63673,349100,271738,295982,203728,203350
"Neg",4116,"[M-H]-",8.023,"FA 16:0 (b)","FA",246708,107984,266715,137303,230507,169293,181121,218498,220665,231824,211543,290949,241250,361484,239714,472894,381108,299695
"Neg",4029,"[M-H]-",7.733,"FA 16:1","FA",0,1200,2705,105928,168150,102450,945857,2883296,1518920,2067792,1129988,1772322,1078420,3035176,2302072,2574280,1609549,1685167
"Neg",5616,"[M-H]-",9.226,"FA 18:0","FA",212489,185520,133310,151089,108552,118954,217794,244410,156359,260402,173199,183053,191101,214587,220821,271678,300081,189812
"Neg",5531,"[M-H]-",8.273,"FA 18:1 (a)","FA",143286,159631,158451,24134,19876,29471,22122,35356,22866,10067,2780,7146,20026,6477,9501,57631,30376,9114
"Neg",5534,"[M-H]-",8.96,"FA 18:1 (b)","FA",3805,5220,4629,21013,27320,38401,370094,754365,480519,716541,484716,736171,483572,1131014,776434,728967,562305,586183
"Pos",15343,"[M+H]+",1.128,"LPC 14:0 (a)","LPC",0,0,0,0,0,0,0,0,0,6213,0,3103,13372,0,15656,4658,0,0
"Pos",15345,"[M+H]+",1.501,"LPC 14:0 (b)","LPC",1789698,1434377,1045039,5266032,3581410,3446951,3280464,5682770,4481562,4916415,3697064,3857032,3927703,4475491,5387555,2399861,3335076,3208258
"Pos",15344,"[M+H]+",1.648,"LPC 14:0 (c)","LPC",5509962,4260903,3165352,399658,248192,784903,1272905,1258773,903641,2362955,334911,1795810,1939500,2371887,3084579,4073766,5071289,4777411
"Pos",17396,"[M+H]+",2.505,"LPC 16:0 (a)","LPC",20450947,16875066,12160524,28755343,19190224,22189481,25047055,40330676,34682939,47705354,26865893,37627661,38182105,46031714,52452036,24281434,33877210,33984354
"Pos",17395,"[M+H]+",2.806,"LPC 16:0 (b)","LPC",106977844,83659762,61911658,13027327,8245360,9985694,15739561,22326037,15527122,35064561,12083818,26181100,26938647,34505059,42156709,43869692,56788174,52531118
"Pos",17242,"[M+H]+",1.691,"LPC 16:1 (a)","LPC",11006471,8888031,6936652,5403366,2185095,1887829,2113518,2023722,2370567,2442008,715496,1379803,1683606,247811,1664394,1346809,1254261,948420
"Pos",17241,"[M+H]+",1.858,"LPC 16:1 (b)","LPC",20581215,14751270,11084063,339946,118906,127072,174944,703023,178164,224321,50604,365611,194435,47609,651969,1679096,1486535,1060037
"Neg",23957,"[M+HCOO]-",0.922,"LPC 16:1<OH> (a)","OxLPC",0,0,0,0,0,4245,131787,393809,108340,400148,341611,344426,603283,862080,706366,806833,580744,1276653
"Neg",23956,"[M+HCOO]-",1.117,"LPC 16:1<OH> (b)","OxLPC",0,0,0,2950,0,0,66298,176426,64780,415233,181841,177938,546311,889199,706449,791957,527584,842339
"Pos",18390,"[M+H]+",3.437,"LPC 17:0 (a)","LPC",1167464,920408,357421,43088,58795,42869,92724,177106,92444,86725,57349,151502,151853,221083,262534,408677,517773,466237
"Pos",18389,"[M+H]+",3.778,"LPC 17:0 (b)","LPC",1335526,1152258,873497,123082,74912,77634,61394,170408,153155,340245,81874,235194,72539,175802,387403,291450,184401,391481
"Pos",18232,"[M+H]+",2.417,"LPC 17:1","LPC",2422343,1843934,1363909,48542,3674,5942,11725,38965,17015,19519,3119,23855,29456,0,45942,162586,66729,85108
"Pos",19395,"[M+H]+",4.552,"LPC 18:0","LPC",2886989,2379970,1680218,89998,45528,83069,104862,169316,104438,237234,75266,136875,81686,129294,301935,216935,158430,288611
"Pos",19245,"[M+H]+",2.853,"LPC 18:1 (a)","LPC",49649519,41148616,31494010,16665325,6136353,5281791,6062764,8173103,8202293,8204550,2568056,5703868,4684416,1340420,6380366,5129542,4934796,3750085
"Pos",19242,"[M+H]+",3.179,"LPC 18:1 (b)","LPC",107201915,77759917,57276111,2803966,1225234,1402020,2552662,3280215,2801089,3846285,792420,2712476,2609477,746881,3427686,7356895,6227387,4040225
"Neg",25730,"[M+HCOO]-",1.128,"LPC 18:1<OH>","OxLPC",0,0,0,25487,14413,18914,61270,213300,85181,419626,94301,158521,120316,141400,259698,171663,118568,216252
"Neg",25564,"[M+HCOO]-",1.11,"LPC 18:1<oxo>","OxLPC",0,0,0,7001,0,0,18416,27504,18538,380119,95539,175222,714450,350736,814329,1147601,708283,1269396
"Pos",19056,"[M+H]+",2.169,"LPC 18:2","LPC",5328005,3810148,2863148,355713,7993,8330,35875,50261,9946,4594,0,3633,339561,1293,4674,4125,1283,144
"Pos",20231,"[M+H]+",4.26,"LPC 19:1","LPC",1181857,906697,664812,4055,1787,4556,8196,25449,19343,10656,2406,19442,5494,0,23188,20386,21641,11808
"Pos",20931,"[M+H]+",2.615,"LPC 20:3","LPC",1766994,1432697,1019106,13001,9583,4247,13265,76651,7987,0,72875,85103,0,3413,0,89584,80621,86989
"Pos",20814,"[M+H]+",1.923,"LPC 20:4 (a)","LPC",1406623,1335330,1033485,3214533,1464233,1237527,651825,483852,602486,10625,24473,3774,20320,15110,11312,35251,4952,7011
"Pos",20813,"[M+H]+",2.09,"LPC 20:4 (b)","LPC",2489622,1830693,1591638,146029,55004,69900,132891,111803,36863,5537,3098,5963,10594,3530,12170,8959,5144,2814
"Pos",20691,"[M+H]+",1.557,"LPC 20:5","LPC",722281,512040,358628,30009,20765,1732,7184,107564,781,4541,7956,6359,24942,21868,7246,26031,17987,29234
"Pos",22815,"[M+H]+",3.23,"LPC 22:4","LPC",278557,190707,84808,30410,0,1918,0,0,0,0,0,0,0,0,0,0,0,0
"Pos",22692,"[M+H]+",2.311,"LPC 22:5","LPC",2338869,1767639,1353293,103032,30943,13097,12340,11443,41454,0,0,0,0,0,0,2387,0,0
"Pos",22557,"[M+H]+",1.962,"LPC 22:6","LPC",2415482,1891640,1557271,136313,65271,85456,33759,20039,9455,0,2786,0,0,0,0,0,0,0
"Pos",18238,"[M+H]+",3.925,"LPC O-18:1","EtherLPC",14286034,12037761,9550111,140676,93127,29289,107076,170715,217681,126978,19141,177469,174508,5730,172842,459819,408617,140939
"Neg",15096,"[M-H]-",2.079,"LPE 15:0","LPE",20525,14343,17442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neg",15995,"[M-H]-",2.457,"LPE 16:0 (a)","LPE",70261,87990,27667,98362,58870,52593,38504,103053,69095,81605,6645,37305,36884,30072,42542,10548,6024,21194
"Neg",15994,"[M-H]-",2.744,"LPE 16:0 (b)","LPE",696150,935140,1221800,57141,21785,20111,32293,123674,37408,91691,9299,37819,28633,81264,75530,134186,59715,153063
"Neg",15885,"[M-H]-",1.818,"LPE 16:1 (a)","LPE",118200,119519,111822,2182,4655,13904,0,0,2848,0,0,0,0,0,3527,3316,0,0
"Neg",15884,"[M-H]-",2.404,"LPE 16:1 (b)","LPE",0,0,0,0,0,0,0,0,1107,0,0,0,0,0,0,0,0,0
"Neg",16943,"[M-H]-",3.671,"LPE 17:0","LPE",44003,51001,21094,0,0,0,0,2693,0,0,0,0,0,0,0,0,0,0
"Neg",16797,"[M-H]-",2.358,"LPE 17:1","LPE",2070,8904,4447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neg",18076,"[M-H]-",4.428,"LPE 18:0","LPE",117069,139409,31187,0,0,0,1799,0,0,0,0,0,0,2375,0,0,0,0
"Neg",17891,"[M-H]-",2.81,"LPE 18:1 (a)","LPE",708828,945382,1080121,876752,454765,206371,272921,738381,414893,225003,26199,88483,64360,7394,83386,63317,7867,64027
"Neg",17892,"[M-H]-",3.122,"LPE 18:1 (b)","LPE",1405899,1739107,2314553,80906,32218,10073,48568,52031,55682,7364,1402,10377,14563,9266,12754,111963,10329,39385
"Neg",17730,"[M-H]-",2.123,"LPE 18:2","LPE",41889,65088,53727,1899,0,0,0,3099,0,0,0,0,0,0,3321,0,0,0
"Neg",19749,"[M-H]-",2.575,"LPE 20:3 (a)","LPE",6855,5628,5416,810,0,1578,2362,0,0,0,0,0,0,0,0,0,0,0
"Neg",19747,"[M-H]-",2.686,"LPE 20:3 (b)","LPE",8456,22490,20188,64021,12512,4451,4723,9057,4042,0,0,0,0,0,0,0,0,0
"Neg",19748,"[M-H]-",2.966,"LPE 20:3 (c)","LPE",4777,6039,3248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neg",21587,"[M-H]-",1.124,"LPE 20:3<oxo>","OxLPE",0,0,0,11615,0,4475,0,0,0,0,0,0,0,0,199,0,0,0
"Neg",19643,"[M-H]-",1.9,"LPE 20:4 (a)","LPE",754030,1120433,994944,2716959,1664515,817046,432746,564821,422230,0,0,0,0,0,0,0,0,0
