SPECTRUM - MS
D:\KP4_cells\20260221_Neg_H2O2QC_PRM_1.raw
 FTMS - p ESI Full ms2 678.3986@hcd30.00 [47.5052-712.5786] 
Scan #:1766 
RT: 7.63 
AV: 1 
Data points: 571
Mass,Intensity
171.104196732129,2545.67724609375
171.105540010396,1416.67834472656
171.106883304482,432.317932128906
171.108226614387,98.7929840087891
171.109726763162,0
171.111070104705,0
171.112413462067,0
171.113756835249,0
201.058260185434,0
201.059971216057,0
201.061682268521,0
201.063393342827,0
201.065104438976,7.01611375808716
201.066815556968,291.272125244141
201.068526696803,721.552062988281
201.070237858482,1181.93432617188
201.071949042005,1214.22644042969
201.073660247372,784.077758789063
201.075371474584,365.159606933594
201.077082723641,101.249824523926
201.07879641249,0
201.080507705238,0
201.082219019833,0
201.083930356274,0
201.973347963243,0
201.975070688435,0
201.976793435669,0
201.978516204943,0
201.98023899626,101.03881072998
201.981961809619,295.513641357422
201.98368464502,562.099365234375
201.985407502464,739.507141113281
201.987130381952,694.950256347656
201.988853283483,460.247802734375
201.990576207058,203.693237304688
201.992083675368,0
201.993806643032,0
201.995529632742,0
201.997252644497,0
202.064467302493,0
202.066191196379,0
202.067915112326,0
202.069639050334,0
202.071363010404,0
202.073086992537,0
202.074810996731,0
202.076535022989,0
202.078259071309,0
202.079983141694,0
202.081707234142,0
202.083431348655,0
202.085155485232,0
202.086879643875,0
202.088603824583,0
202.090328027357,0
202.092270350714,0
202.093994597621,0
202.095718866595,0
202.097443157636,0
202.965831342051,0
202.967566780888,0
202.969302241983,0
202.971037725337,0
202.97277323095,182.508056640625
202.974508758822,411.45068359375
202.976244308954,629.269714355469
202.977979881346,696.399536132813
202.979715475999,562.091186523438
202.981451092912,321.035430908203
202.983186732086,131.335540771484
202.985241352529,0
202.986977036227,0
202.988712742188,0
202.990448470411,0
203.072052816318,0
203.073789613602,0
203.075526433167,0
203.077263275014,0
203.079000139143,132.275253295898
203.080737025555,627.996459960938
203.08247393425,1677.10852050781
203.084210865228,2948.02734375
203.085947818489,4222.251953125
203.087684794035,4064.36547851563
203.089421791866,2669.57470703125
203.091158811981,1331.07238769531
203.092895854381,366.398681640625
203.094632919067,0
203.096011043876,0
203.097748153135,0
203.09948528468,0
203.101222438512,0
215.038692213101,0
215.040584775136,0
215.042477362155,0
215.04436997416,0
215.046262611151,189.228302001953
215.048155273128,301.826263427734
215.050047960092,335.425872802734
215.051940672043,261.149993896484
215.053833408981,131.967681884766
215.055755081022,0
215.057647867937,0
215.059540679841,0
215.061433516734,0
227.55691056279,0
227.558970767277,0
227.561030999742,0
227.563091260187,0
227.565151548611,66.6659317016602
227.567211865015,942.150756835938
227.5692722094,1755.08837890625
227.571332581765,2252.66064453125
227.573392982113,1676.125
227.575453410442,953.730041503906
227.577513866754,411.159942626953
227.579574351049,111.411514282227
227.581570420346,0
227.583630960608,0
227.585691528856,0
227.587752125088,0
280.991334610752,0
280.994161543104,0
280.996988518117,0
280.999815535793,0
281.002642596131,182.706771850586
281.005469699133,314.285675048828
281.008296844799,372.237579345703
281.011124033131,313.403381347656
281.013951264129,177.44709777832
281.016419534297,0
281.01924685063,0
281.022074209632,0
281.024901611303,0
283.240479231663,0
283.243340178927,0
283.246201169538,0
283.249062203497,0
283.251923280805,78.854621887207
283.254784401462,649.24267578125
283.25764556547,2544.40380859375
283.260506772829,5008.7724609375
283.26336802354,7453.658203125
283.266229317604,6929.38916015625
283.269090655022,4367.1015625
283.271952035794,2007.48046875
283.274813459922,636.165954589844
283.277674927407,228.611267089844
283.280536438249,97.4667053222656
283.283740925744,0
283.286602523303,0
283.289464164223,0
283.292325848503,0
301.74088368723,0
301.744029460952,0
301.747175283869,0
301.750321155981,0
301.753467077289,158.451965332031
301.756613047795,283.859100341797
301.759759067499,341.357696533203
301.762905136403,297.811096191406
301.766051254507,188.025421142578
301.76920528622,0
301.772351502728,0
301.77549776844,0
301.778644083356,0
307.070153934922,0
307.07338341553,0
307.076612947085,0
307.079842529588,0
307.083072163041,103.783470153809
307.086301847445,276.748199462891
307.0895315828,507.488159179688
307.092761369108,668.228454589844
307.09599120637,650.576965332031
307.099221094587,466.967346191406
307.102451033759,238.258041381836
307.105354167268,0
307.108584208355,0
307.111814300402,0
307.115044443409,0
347.027679773709,0
347.031559699049,0
347.035439689458,0
347.039319744937,0
347.043199865489,164.34294128418
347.047080051115,292.238708496094
347.050960301816,354.294158935547
347.054840617594,304.324951171875
347.058720998449,180.417083740234
347.062585744446,0
347.066466255462,0
347.070346831561,0
347.074227472743,0
380.650147631397,0
380.654604875336,0
380.659062197564,0
380.663519598083,0
380.667977076895,209.114700317383
380.672434634001,364.959075927734
380.676892269403,427.679595947266
380.681349983104,348.334869384766
380.685807775104,185.209823608398
380.690266206121,0
380.694724154727,0
380.699182181639,0
380.703640286857,0
382.587481743221,0
382.591973058493,0
382.596464452853,0
382.600955926303,0
382.605447478844,211.061294555664
382.609939110479,321.747283935547
382.614430821209,347.297790527344
382.618922611037,271.898223876953
382.623414479963,145.933258056641
382.627907039375,0
382.632399066505,0
382.63689117274,0
382.641383358081,0
384.698092099394,0
384.702620631659,0
384.707149243887,0
384.71167793608,0
384.71620670824,162.832168579102
384.720735560368,315.268127441406
384.725264492467,375.794738769531
384.729793504538,295.562591552734
384.734322596583,144.34814453125
384.737260740185,0
384.741789992184,0
384.746319324163,0
384.750848736125,0
419.214405785752,0
419.219557293487,0
419.224708896178,0
419.229860593829,0
419.235012386441,7.46503496170044
419.240164274016,241.985412597656
419.245316256557,909.666015625
419.250468334066,1601.11242675781
419.255620506546,2110.36010742188
419.260772773998,1642.04504394531
419.265925136426,953.579162597656
419.271077593832,334.712585449219
419.276230146217,118.732978820801
419.282926080714,0
419.288078823066,0
419.293231660405,0
419.298384592733,0
437.22959367785,0
437.235080767628,0
437.240567960697,0
437.246055257062,0
437.251542656724,89.2850189208984
437.257030159687,468.362060546875
437.262517765952,867.00830078125
437.268005475523,1175.61755371094
437.273493288402,922.8603515625
437.278981204591,523.781127929688
437.284469224093,153.0400390625
437.289929383497,0
437.295417609633,0
437.300905939091,0
437.306394371872,0
474.568816538215,0
474.57502132324,0
474.581226229952,0
474.587431258356,0
474.593636408455,164.952499389648
474.599841680251,286.226684570313
474.606047073748,337.980560302734
474.612252588949,292.932769775391
474.618458225858,187.983963012695
474.624592390847,0
474.630798271179,0
474.637004273228,0
474.643210396998,0
586.151155765592,0
586.15967288813,0
586.168190196308,0
586.176707690131,0
586.185225369604,169.287826538086
586.193743234733,290.768371582031
586.202261285522,356.466217041016
586.210779521979,325.770202636719
586.219297944107,217.108062744141
586.227085600072,0
586.23560439356,0
586.244123372736,0
586.252642537606,0
591.294252056785,0
591.302881539565,0
591.311511211257,0
591.320141071866,0
591.328771121399,74.534309387207
591.33740135986,502.690734863281
591.346031787256,1939.97766113281
591.354662403591,3804.85668945313
591.36329320887,5633.37548828125
591.371924203101,5145.71142578125
591.380555386288,3192.578125
591.389186758436,1404.69934082031
591.397818319552,418.379028320313
591.40645006964,141.570648193359
591.415537645936,0
591.424169773986,0
591.432802091025,0
591.441434597059,0
678.324541206646,0
678.335144366994,0
678.345747775957,0
678.356351433542,0
678.366955339758,138.690826416016
678.377559494613,515.344421386719
678.388163898113,924.254943847656
678.398768550268,1175.94409179688
678.409373451084,893.2333984375
678.419978600569,520.286499023438
678.430583998732,164.774261474609
678.44118964558,0
678.451795541121,0
678.462401685362,0
678.473008078311,0
719.754166805926,0
719.765756058665,0
719.777345591316,0
719.788935403888,0
