"Polarity","Alignment.ID","Adduct.type","Average.Rt.min.","Metabolite.curated","Ontology","ML210_0min_1","ML210_0min_2","ML210_0min_3","ML210_20min_1","ML210_20min_2","ML210_20min_3","ML210_45min_1","ML210_45min_2","ML210_45min_3","ML210_80min_1","ML210_80min_2","ML210_80min_3","ML210_120min_1","ML210_120min_2","ML210_120min_3","ML210_270min_1","ML210_270min_2","ML210_270min_3"
"Pos",45663,"[M+H]+",19.375,"PC O-22:0_18:1","EtherPC",5516576,5710358,2714121,6579490,6246389,3784071,2614159,2731166,5570525,3220373,7106039,3561183,4656452,4579552,4519717,3394040,1721959,1880729
"Pos",47123,"[M+H]+",13.985,"PC O-24:6_18:1","EtherPC",3215251,3767949,3610208,3491483,4257091,3434623,3862128,3596970,4709519,3957588,4296862,3545337,3014749,3687836,3937827,1915027,3053628,2987029
"Neg",38819,"[M+HCOO]-",14.873,"PC O-34:1<OH>","OxEtherPC",25832743,27470804,24298920,28862280,26769064,26460631,28241163,30426596,30855729,30032443,36352549,30606013,27756465,29921550,31250018,18585505,24267966,25739845
"Neg",40233,"[M+HCOO]-",16.389,"PC O-36:1<OH>","OxEtherPC",722894,856527,804079,904652,824322,885115,890213,954477,916366,954187,1113515,900496,883708,830413,898493,563180,733446,815642
"Neg",31813,"[M-H]-",13.62,"PE 16:0_16:0","PE",1805243,2229473,1967023,2288814,2299624,2068055,2252623,2486351,2426121,2319528,2560221,2248827,2158118,2064780,2398200,1670969,2097673,2325130
"Neg",31699,"[M-H]-",12.494,"PE 16:0_16:1","PE",12426561,13228765,12430456,13828733,13420786,13504620,12776486,14217899,14133095,13400845,15481977,13693064,11302471,11855777,12913089,8346401,10579699,11699175
"Neg",32596,"[M-H]-",13.102,"PE 16:0_17:1","PE",2233982,2596415,2417778,2772644,2563795,2671684,2586409,2709957,2790234,2650845,3134201,2483757,2286641,2357139,2453828,1610329,2163794,2373192
"Neg",33587,"[M-H]-",14.959,"PE 16:0_18:0","PE",1521023,1598745,1499726,1754249,1711224,1790770,1670844,1858790,1911599,1883577,2283513,1911793,1734156,1789044,1966252,1324539,1716451,1745837
"Neg",33472,"[M-H]-",13.739,"PE 16:0_18:1 (a)","PE",62760430,66241708,61234036,71362097,66241403,67270408,65409799,70400499,70246307,67196293,78845991,67695048,60661990,61403700,64775558,46203549,57487285,61968426
"Neg",33473,"[M-H]-",15.786,"PE 16:0_18:1 (b)","PE",6030,0,0,3712,0,0,0,2997,0,0,0,0,0,0,3329,0,0,0
"Neg",34827,"[M-H]-",12.263,"PE 16:0_20:4 (a)","PE",241524,223674,200829,285583,442887,250900,243050,524817,444485,587558,874927,219211,176694,207313,249805,431070,200432,203839
"Neg",34824,"[M-H]-",12.46,"PE 16:0_20:4 (b)","PE",21292389,23319762,21065521,24671422,23019398,23212751,23694088,24359678,24567567,23819093,27250857,25036316,20714577,21771816,22961657,14423418,18917122,20381564
"Neg",34695,"[M-H]-",11.645,"PE 16:0_20:5","PE",3428090,3551937,3176109,3855734,3616662,3558957,3781481,3909594,3899566,3821268,4497846,3709910,3148085,3424942,3515701,2079014,2766048,2970122
"Neg",36259,"[M-H]-",12.075,"PE 16:0_22:6","PE",6713398,7143632,6468807,7420583,7181450,7150313,7821849,8182267,8399087,9091251,10435741,8632491,7874382,8444371,8466024,5038285,6836417,7179480
"Neg",31603,"[M-H]-",11.469,"PE 16:1_16:1","PE",1101171,1261850,1082303,1203687,1171159,1229987,1258026,1417665,1324346,1303543,1532278,1295397,1049614,1177551,1195829,680564,886808,960219
"Neg",33346,"[M-H]-",12.601,"PE 16:1_18:1 (a)","PE",25369985,27126077,24620975,28555331,26652565,27425264,26667233,29243532,28158661,27387897,32375375,28013159,23604866,25168131,26375153,17089953,21871838,23451629
"Neg",33347,"[M-H]-",13.737,"PE 16:1_18:1 (b)","PE",0,0,0,9053,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neg",33210,"[M-H]-",11.67,"PE 16:1_18:2","PE",871994,823568,692606,1074519,1038069,820980,1316412,968149,1017920,1300191,1083916,883333,821630,835412,922121,545016,971736,728270
"Neg",34697,"[M-H]-",11.448,"PE 16:1_20:4 (a)","PE",1427105,1572084,1434397,1760405,1585303,1626366,1675169,1821954,1777867,2019216,2326507,1910978,1625302,1727291,1881323,1084346,1353947,1453463
"Neg",34696,"[M-H]-",12.061,"PE 16:1_20:4 (b)","PE",4900,0,0,4956,0,7581,10533,4575,8559,123762,152647,136887,309826,325940,350772,368879,513587,520704
"Neg",34576,"[M-H]-",10.729,"PE 16:1_20:5","PE",273876,340360,310211,329812,313842,335958,361528,374719,372614,386246,485260,372331,323285,354408,359132,188803,247394,256106
"Neg",36258,"[M-H]-",11.457,"PE 16:1_22:5","PE",353971,461023,422815,509246,489317,488508,496986,526504,500660,713737,768618,617647,714355,750917,744044,511150,631719,722901
"Neg",36135,"[M-H]-",11.118,"PE 16:1_22:6","PE",862432,938281,829508,1052659,928612,937961,933121,1093109,1076541,1233816,1540965,1218666,1126556,1180903,1275026,669201,907224,943213
"Neg",35684,"[M-H]-",13.057,"PE 17:0_20:4","PE",2426478,3051527,2472351,3211753,2731154,2748544,2745340,2919292,2943515,2837654,3849297,2871768,2589329,2763428,3067605,1945528,2494289,2651850
"Neg",37303,"[M-H]-",13.075,"PE 17:0_22:5","PE",1923471,2117589,2002074,2258645,2126493,2078783,2105934,2324168,1225877,2128192,1507449,2172700,2064223,2131668,2177169,1554667,2037206,2115480
"Neg",34193,"[M-H]-",13.208,"PE 17:1_18:1","PE",3539379,3912448,3629276,3995167,3969314,3981801,4029309,4251575,4370715,4119284,4939116,4115522,3681408,3748835,4023996,2594120,3415784,3653203
"Neg",37004,"[M-H]-",11.628,"PE 17:1_22:6","PE",152092,155212,128483,158778,151161,155704,176551,166870,147078,219914,240364,118806,179390,254114,168614,138838,173379,165475
"Neg",35196,"[M-H]-",15.09,"PE 18:0_18:1 (a)","PE",44809515,49713019,44412126,52272101,49580129,48866211,47045626,52242083,52562645,49517442,60871426,48716702,44284414,45477038,49637123,36164208,46217866,52112041
"Neg",35198,"[M-H]-",15.445,"PE 18:0_18:1 (b)","PE",379537,173938,380686,174573,548702,474839,364250,412357,428372,395389,517082,407802,136880,493350,385823,298093,421477,148744
"Neg",35197,"[M-H]-",17.248,"PE 18:0_18:1 (c)","PE",0,3612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4503,0
"Neg",35074,"[M-H]-",14.194,"PE 18:0_18:2","PE",1623443,676215,2081152,1903232,1932681,1941837,2032032,1815220,713261,705850,868886,1530779,619823,1792879,1839218,1236130,566781,625011
"Neg",36804,"[M-H]-",15.612,"PE 18:0_20:2","PE",1009502,1057741,1058335,1122847,1112457,1106275,1055640,1143623,1114408,1109287,1346653,1105970,986254,1007754,1080717,693409,922507,1029569
"Neg",36678,"[M-H]-",14.276,"PE 18:0_20:3 (a)","PE",6401062,6992848,6143565,7380869,4970690,6734056,6893051,7453334,7355382,7255978,8740486,5463052,6319114,6720528,6875598,5225672,6774324,7249367
"Neg",36679,"[M-H]-",14.732,"PE 18:0_20:3 (b)","PE",2707289,3066265,2872945,3180830,3008620,2988016,3063250,3364723,3278837,3070413,3799179,3146723,2738312,2840966,2999177,2009741,2562410,2713238
"Neg",36549,"[M-H]-",13.461,"PE 18:0_20:4 (a)","PE",883587,968543,1654481,1149716,2046127,1059490,2593173,2908823,2233310,1922654,2669013,2243283,877932,2174800,2328198,1539727,784919,900204
"Neg",36548,"[M-H]-",13.693,"PE 18:0_20:4 (b)","PE",98789614,104411567,95474902,108766433,101771801,99716871,103147348,109145496,107512576,105400889,125191781,106038264,100540718,97302703,103301875,76041433,96480863,101879064
"Neg",36553,"[M-H]-",14.307,"PE 18:0_20:4 (c)","PE",80293,62365,61289,69016,157046,27313,78418,76612,72224,113422,91071,99765,8877,147615,64496,76048,42898,82136
"Neg",36551,"[M-H]-",15.665,"PE 18:0_20:4 (d)","PE",3236,2576,0,5441,0,0,2544,3233,2694,0,6339,2427,0,0,11764,0,4688,2636
"Neg",36403,"[M-H]-",12.783,"PE 18:0_20:5 (a)","PE",17307007,18655772,17355708,19722521,17937203,18564091,19331332,20579291,20209202,19310471,24180909,19439297,17164100,17950606,19156986,12399275,15828648,17411579
"Neg",36404,"[M-H]-",13.732,"PE 18:0_20:5 (b)","PE",12245,11379,0,0,0,0,0,0,0,0,14763,16062,0,9032,15387,0,21192,0
"Neg",38361,"[M-H]-",15.778,"PE 18:0_22:3","PE",198478,260975,185796,196888,214603,197331,225224,258815,261812,256811,296436,231311,247353,287836,275581,227184,220556,263538
"Neg",38245,"[M-H]-",14.637,"PE 18:0_22:4","PE",1959580,2034358,1891553,2115941,2126962,1956358,2040574,2701433,2321640,2273437,2971624,2280987,2460490,2759409,2679817,2043275,2712729,3197234
"Neg",38135,"[M-H]-",13.67,"PE 18:0_22:5","PE",20216506,20850313,19685655,22074242,21253743,20596717,21606469,22120868,22195857,22892224,26575516,22999865,23851502,23741148,24807393,19373814,24136769,25668467
"Neg",38005,"[M-H]-",13.25,"PE 18:0_22:6","PE",27945026,29661772,27394061,31542154,30141390,29348212,30183767,32015167,32434879,32054494,39465913,31378788,28791594,30217301,32506979,20858112,27005741,29482298
"Neg",35073,"[M-H]-",13.837,"PE 18:1_18:1 (a)","PE",73128224,79882392,71008098,81282379,78512820,77286240,76935345,85401847,85395548,83114153,97665915,81316986,71501478,73169175,77307113,53008495,69026604,73688732
"Neg",35071,"[M-H]-",14.456,"PE 18:1_18:1 (b)","PE",200633,252995,86394,333405,275586,350786,163070,304148,493710,296970,476387,472423,307477,322008,138188,107337,311015,281424
"Neg",35075,"[M-H]-",15.068,"PE 18:1_18:1 (c)","PE",0,15834,5189,3935,14731,8692,4533,5457,5181,6991,5434,4450,3529,5788,5122,2715,0,8966
"Neg",35072,"[M-H]-",15.869,"PE 18:1_18:1 (d)","PE",2941,0,0,0,2881,0,3095,0,0,0,0,0,0,0,0,3204,2949,0
"Neg",34952,"[M-H]-",12.809,"PE 18:1_18:2 (a)","PE",10600945,10860107,9515295,14951459,11431892,10706163,14478686,12751961,12015286,11563228,18000200,11283631,12810375,9984903,14453915,6897090,9079216,12486271
"Neg",34953,"[M-H]-",13.003,"PE 18:1_18:2 (b)","PE",2764487,3700506,3277976,1131030,3003657,3416833,1070834,3288908,3621607,3663128,1391052,3459427,1007030,3331535,1070518,2078495,2619395,988649
"Neg",34951,"[M-H]-",13.407,"PE 18:1_18:2 (c)","PE",840858,502960,929222,1018059,945491,925456,842899,1001072,932435,984542,1130957,1003644,801093,892741,1016103,668196,884669,808578
"Neg",34954,"[M-H]-",14.075,"PE 18:1_18:2 (d)","PE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neg",34825,"[M-H]-",11.929,"PE 18:1_18:3","PE",869620,963045,724389,593364,900325,907262,859217,1055728,963206,928982,1077273,861950,747956,791194,886911,542168,653467,728275
"Neg",36803,"[M-H]-",15.149,"PE 18:1_20:1","PE",4782035,5073518,4402671,5341854,5055365,4867992,4903965,5545433,5347175,5135587,6442170,5150077,4629327,4838457,5376495,3706417,4714495,5019346
"Neg",36547,"[M-H]-",13.093,"PE 18:1_20:3","PE",3272371,3883944,2902309,3685956,3404717,3614654,3618284,3659042,3630536,3660403,4590792,3714658,2931873,3556559,3408992,2554953,3264496,3423952
"Neg",36401,"[M-H]-",12.555,"PE 18:1_20:4 (a)","PE",49709532,53995667,48456876,55453295,54888150,52260489,54409544,57834674,57031217,57201279,65498954,58176691,50270429,53611364,55479798,37608999,48111202,51239280
"Neg",36407,"[M-H]-",13.226,"PE 18:1_20:4 (b)","PE",32523,59808,33899,24781,74868,31418,21207,53281,82176,107621,105365,64942,143952,144623,132895,116847,234023,77768
"Neg",36257,"[M-H]-",11.741,"PE 18:1_20:5","PE",7358349,8080048,7336671,8652180,8133865,8066207,8470022,9040428,8946666,8765467,10540774,9001001,7556224,8076786,8365215,5205234,6862033,7199420
"Neg",38006,"[M-H]-",12.536,"PE 18:1_22:5","PE",9224136,10011952,9180549,10452018,10050868,9775598,10487724,10969269,11262843,12200778,13773984,11988744,11442865,12289447,12856139,9251164,11916010,12417398
"Neg",37870,"[M-H]-",12.163,"PE 18:1_22:6","PE",14667648,16003306,14563979,16721904,16225041,15991819,16534599,17905672,17959008,18464609,21944853,18330934,17174867,18073820,18548751,11462382,14850116,15961834
"Neg",37757,"[M-H]-",11.312,"PE 18:2_22:6","PE",571616,654800,584844,750921,735372,665435,798912,864447,814829,845715,1109718,956244,441243,784346,634714,495786,678207,720577
"Neg",36027,"[M-H]-",15.809,"PE 19:0_18:1","PE",254754,312403,263562,278176,334404,325569,336433,353208,334356,191863,391204,318141,315163,264679,351214,301693,169848,370917
"Neg",37429,"[M-H]-",14.341,"PE 19:0_20:4","PE",423551,489021,390775,386872,428459,471360,399313,451928,502111,479733,566038,477033,374597,465053,479581,347957,424650,554997
"Neg",38246,"[M-H]-",15.055,"PE 20:0_20:4","PE",753793,769222,719915,878578,780974,785451,767242,847941,927113,828393,1013700,793272,710977,731055,804215,529771,750503,842710
"Neg",39586,"[M-H]-",13.305,"PE 20:1_22:6","PE",861616,958091,798127,1010748,958453,988635,968555,1014974,1044715,970454,1262197,1024225,823285,875271,910027,587383,782461,851096
"Neg",39368,"[M-H]-",11.4,"PE 20:4_22:5","PE",200896,262177,300032,399072,322044,281652,457582,406217,309836,396293,431738,485394,431230,351404,290828,202801,397185,324101
"Neg",39256,"[M-H]-",11.04,"PE 20:4_22:6","PE",508433,558591,451712,627469,595605,528371,593422,693872,673877,795718,915154,750249,593540,643937,712279,461940,561467,652049
"Neg",39959,"[M-H]-",16.577,"PE 22:0_20:4","PE",453196,504688,435113,504916,492059,504570,463884,535718,546488,509459,603056,507976,413862,431663,482341,170134,265048,405226
"Neg",39828,"[M-H]-",15.076,"PE 22:1_20:4","PE",1270419,1359816,1248219,1505458,1389649,1455193,1395025,1548667,1515158,1465228,1806313,1494325,1290719,1286249,1497502,983161,1287270,1313001
"Neg",41636,"[M-H]-",18.233,"PE 24:0_20:4","PE",365911,232539,355281,452645,420961,439667,430024,442476,437500,244527,520096,394587,349438,362109,402916,250412,165335,379312
"Neg",36577,"[M-H]-",13.308,"PE 37:4<oxo>","OxPE",62087,73300,67337,84614,91141,72180,110050,99054,87634,84152,84723,81166,62201,71850,60766,41908,42675,39416
"Neg",38565,"[M-H]-",15.034,"PE 38:2<OOH>","OxPE",34910,52153,43879,134402,94754,95506,99509,105025,151830,115414,162632,157875,137814,126354,146516,62405,89898,89459
"Neg",40102,"[M-H]-",12.883,"PE 38:3<2OH,OOH>","OxPE",724719,738976,663795,717172,760850,768757,953032,892799,845553,936469,953798,928821,822336,844870,1008034,557221,723068,724553
"Neg",39991,"[M-H]-",11.827,"PE 38:4<2OH,OOH>","OxPE",339303,363548,368292,440895,367115,368706,410500,406481,418994,415400,562106,449740,377018,363975,425388,230081,331741,363815
"Neg",40195,"[M-H]-",13.179,"PE 40:7<2OH,oxo>","OxPE",462382,533522,471378,595289,562875,640069,460232,585229,529613,487878,541144,483521,437227,498370,423055,283569,397189,379376
"Neg",33961,"[M-H]-",13.221,"PE O-16:0_20:4","EtherPE",1260460,1505921,1215349,1480564,1524975,1300549,1617838,1519635,1667124,1777882,2329530,1744766,2038084,1915593,2186346,2191695,3146704,3196979
"Neg",30847,"[M-H]-",14.314,"PE O-16:1_16:0","EtherPE",474347,583671,500179,606805,541055,570641,654325,768183,720987,716437,917375,822873,663311,722089,710571,420198,568393,544906
"Neg",30739,"[M-H]-",13.099,"PE O-16:1_16:1","EtherPE",3267159,3513594,3378997,3865879,3709554,3716186,3545023,4083381,3996503,3580547,4547676,3666181,2749628,2965637,3075697,1696271,2313388,2474093
"Neg",32471,"[M-H]-",14.41,"PE O-16:1_18:1","EtherPE",17093807,19179279,17019890,19985675,19136764,19294538,18873043,20806553,20726992,19194348,23452068,19727248,15024858,16073416,16699723,9727060,12316599,13212920
"Neg",34082,"[M-H]-",14.952,"PE O-16:1_20:2","EtherPE",2565366,2577495,2350277,2652294,2337546,2531607,2484331,2512935,2643982,2430704,2745066,2506054,2516146,2573902,2503742,2224486,1907519,2086149
"Neg",33958,"[M-H]-",13.603,"PE O-16:1_20:3 (a)","EtherPE",1756150,1659368,1564761,1804185,1905918,668049,1595130,1798785,1756464,1710419,1886473,1657856,1052734,721987,1438620,835242,1047042,1069039
"Neg",33960,"[M-H]-",13.772,"PE O-16:1_20:3 (b)","EtherPE",991763,1174030,840163,1177848,1066956,1261900,867544,1029235,1120258,1053194,1324285,799753,588049,983788,956642,550988,657407,650704
"Neg",33959,"[M-H]-",14.036,"PE O-16:1_20:3 (c)","EtherPE",1164530,1346517,1160693,1412408,1361958,1395983,1284634,1536045,1474913,1211401,1565833,1261513,935123,988151,977133,601775,721232,797257
"Neg",33828,"[M-H]-",12.821,"PE O-16:1_20:4 (a)","EtherPE",1235734,1209334,660801,1183108,1190802,1437299,1315370,1621107,1259648,1141855,1626625,638159,782741,962020,1114923,450498,355363,412483
"Neg",33829,"[M-H]-",13.022,"PE O-16:1_20:4 (b)","EtherPE",52928375,60567928,54459320,62361067,59091821,58207164,58983290,65351142,63473009,57613081,68328489,58631033,41343980,42131710,43889314,27356049,35413881,37285795
"Neg",33703,"[M-H]-",12.151,"PE O-16:1_20:5","EtherPE",17333296,18904684,17691765,19857272,19124590,19193032,18520236,20920959,21041939,17773433,22073920,18322283,12761218,13232832,13618812,8023919,9894406,11152847
"Neg",35792,"[M-H]-",16.087,"PE O-16:1_22:2","EtherPE",1003220,1089953,872441,1197322,1045247,1064615,577699,1201841,1107171,1005960,1311915,1198456,729167,858076,851311,449504,548060,717128
"Neg",35695,"[M-H]-",15.057,"PE O-16:1_22:3","EtherPE",2155376,2506692,2219969,1375580,2435748,2580736,2442734,2764171,2733681,2383036,3016128,2389635,1882971,1813859,1693505,959157,1522905,1555556
"Neg",35573,"[M-H]-",13.955,"PE O-16:1_22:4","EtherPE",11645543,13027787,11334933,13797407,13064812,12764847,13412857,14832018,14645176,13259388,15537062,13177518,9418561,9800468,10387308,6077842,8069988,8564244
"Neg",35447,"[M-H]-",13.015,"PE O-16:1_22:5 (a)","EtherPE",88717204,99697687,88122404,103972090,99494557,96806531,101900680,112303854,106326099,98204818,117714034,100342231,69265487,72513379,75229222,43023769,55255732,58137430
"Neg",35448,"[M-H]-",14.979,"PE O-16:1_22:5 (b)","EtherPE",0,0,0,0,0,5746,0,0,5850,6341,0,0,0,0,0,0,0,5028
"Neg",35305,"[M-H]-",12.591,"PE O-16:1_22:6 (a)","EtherPE",82239601,88939354,81193590,93179657,90937624,91355352,89765494,98719482,96080932,81278821,98277283,84749192,56476445,60479464,60449731,36125396,44521033,49053753
"Neg",35307,"[M-H]-",14.507,"PE O-16:1_22:6 (b)","EtherPE",0,0,5006,0,0,4574,0,4263,0,0,5125,4724,0,0,0,0,0,0
"Neg",34702,"[M-H]-",13.657,"PE O-17:1_20:4","EtherPE",1340982,1452373,1364965,1506257,1488534,1310269,1459936,1557880,1410164,1291188,1614502,1246362,1117129,1001326,1043819,866943,425817,863002
"Neg",36142,"[M-H]-",13.196,"PE O-17:1_22:6","EtherPE",1874955,2040038,1695755,2061428,1953279,1933438,2131819,2224954,2300753,1951645,2309528,1824553,1293048,1345038,1435308,836669,1070103,1240867
"Neg",34337,"[M-H]-",14.468,"PE O-18:0_18:1","EtherPE",106563,270561,299469,151860,277201,312991,123246,160112,227729,45446,234288,57764,54824,115740,113323,196069,131809,58732
"Neg",34197,"[M-H]-",15.82,"PE O-18:1_18:1","EtherPE",5573618,6051761,5359904,6587578,5963146,6322913,5839224,6689373,6449641,5914631,7342107,6007831,4695452,4914413,5069711,2931781,3583548,3980534
"Neg",35911,"[M-H]-",17.331,"PE O-18:1_20:1","EtherPE",1150009,1181042,1097821,1323760,1243188,1269751,1199309,1299768,1255101,1184565,1474252,1245440,860268,955924,508751,486262,709345,782635
"Neg",35574,"[M-H]-",14.325,"PE O-18:1_20:4","EtherPE",13596983,15310184,13342095,16036985,15228905,15404150,15501002,16778961,16836008,14823766,18043671,14716284,10938462,11645890,11557569,7003901,9093074,9852837
"Neg",35449,"[M-H]-",13.359,"PE O-18:1_20:5","EtherPE",5999389,6676515,6018238,6949123,6647030,6808257,6903485,7396410,7275546,6529934,7866942,6496439,4548516,5113239,4688894,3037883,3798133,4077015
"Neg",37319,"[M-H]-",15.331,"PE O-18:1_22:4","EtherPE",1908054,2185851,1960073,2340967,2126325,2147200,2251459,2475086,2457215,2156833,2653602,2197092,1568318,1732170,1717423,1075274,1392811,1509798
"Neg",37182,"[M-H]-",14.292,"PE O-18:1_22:5 (a)","EtherPE",18113274,20197108,17392655,21101710,20165582,19827305,20892784,22637663,22480605,19965883,23987950,20192794,14274700,15229101,14912602,8468188,10806603,11887560
"Neg",37181,"[M-H]-",14.725,"PE O-18:1_22:5 (b)","EtherPE",168580,117885,307546,211547,260447,85751,207103,424013,251112,278650,284317,356965,103944,196398,140059,84254,48993,128026
"Neg",37015,"[M-H]-",13.836,"PE O-18:1_22:6","EtherPE",21201900,23010175,20633346,23749215,22956897,23045763,23156773,25129168,25240718,21396518,25614029,21302960,14253330,14606794,14902031,9066315,11316925,12041797
"Neg",32347,"[M-H]-",13.175,"PE O-18:2_16:1","EtherPE",1121122,1008742,1335933,1541281,1370848,1251267,1243679,1788794,1834350,1447050,1695556,1484108,1174304,1134095,1437299,863271,812118,1080588
"Neg",34085,"[M-H]-",14.478,"PE O-18:2_18:1","EtherPE",7209672,8120300,7326776,8581325,8306728,8212217,8247834,9356331,8929971,8037712,9950844,8563830,6384333,6745083,6859977,4285857,5410591,5675279
"Neg",35793,"[M-H]-",15.851,"PE O-18:2_20:1","EtherPE",850660,977951,894884,1053787,526515,1064812,937024,1059257,609718,974313,1112965,949444,767426,798700,871834,443468,529555,705450
"Neg",35306,"[M-H]-",12.22,"PE O-18:2_20:5","EtherPE",4199131,4579537,4060263,5091870,4825145,4711588,4762715,5407777,5271496,4542952,5598838,4615653,3250319,3478261,3638431,2386534,2769615,2979307
"Neg",37014,"[M-H]-",13.075,"PE O-18:2_22:5","EtherPE",14456077,15599786,13538231,16203693,15869298,14682999,16221252,17803168,16998013,15801080,18681205,15798040,10867192,12062059,12173794,7216817,9174058,9567352
"Neg",36907,"[M-H]-",12.66,"PE O-18:2_22:6","EtherPE",17337101,19147962,16931655,19871655,19799280,19423715,19393481,21506796,20744086,18090761,21701219,18255695,12291573,13446021,13931392,8822788,10819422,11696748
"Neg",35910,"[M-H]-",14.571,"PE O-20:1_18:1","EtherPE",13465,17040,10511,25105,20758,15182,6715,29091,10930,19370,40124,10267,20641,11135,4626,4268,11519,6214
"Neg",37318,"[M-H]-",15.776,"PE O-20:1_20:4","EtherPE",628034,642120,582717,699533,616961,702596,710921,730593,714850,641270,750437,590731,456837,463458,494424,282331,353507,387712
"Neg",38736,"[M-H]-",15.224,"PE O-20:1_22:6","EtherPE",615048,732752,652761,758144,728120,704626,693229,783673,755306,619050,756519,636006,407877,429270,412827,222836,291966,302849
"Neg",32007,"[M-H]-",11.559,"PG 14:0_16:0","PG",113770,125877,106564,121924,106605,137989,63452,120895,144907,113606,146629,126162,68859,109650,102056,50287,62958,69374
"Neg",33779,"[M-H]-",11.857,"PG 16:0_16:0 (a)","PG",160485,304145,291023,284296,190363,285168,350539,355201,295372,193225,271052,174504,299057,110959,210130,69902,76539,162012
"Neg",33778,"[M-H]-",11.95,"PG 16:0_16:0 (b)","PG",148488,65925,291023,125583,115081,285168,65531,68525,67830,61074,92645,208670,299057,115306,60444,69902,67065,162012
"Neg",33777,"[M-H]-",12.649,"PG 16:0_16:0 (c)","PG",1021524,1232332,1031413,1232476,1010991,1243072,1181824,1130197,1212430,1034059,1339489,1178587,890787,1002635,1000218,583410,705450,783064
"Neg",33660,"[M-H]-",11.034,"PG 16:0_16:1 (a)","PG",378506,280656,421612,525233,499432,518435,467061,472028,497842,396785,517453,469669,125237,292685,426052,88795,53510,38431
"Neg",33658,"[M-H]-",11.161,"PG 16:0_16:1 (b)","PG",61438,14246,31500,36453,5278,64007,9582,39327,36911,12540,32080,26351,31256,4206,10083,13796,53510,38431
"Neg",33656,"[M-H]-",11.658,"PG 16:0_16:1 (c)","PG",661268,772407,692049,760036,602707,740901,752753,776352,733784,632607,849637,786992,608205,602090,643704,413161,548009,336104
"Neg",35391,"[M-H]-",11.959,"PG 16:0_18:1 (a)","PG",2784065,3304593,3109984,3135259,2837930,3723698,3050281,3320415,3122358,2716777,3417657,3208971,2328865,2596584,2521627,1264295,1732116,1970108
"Neg",35392,"[M-H]-",12.196,"PG 16:0_18:1 (b)","PG",2088853,1390477,1614720,1575540,1496860,1179713,1511805,1489411,1637793,1532027,1555836,1795196,1011904,1124736,1261216,789213,598006,883289
"Neg",35390,"[M-H]-",12.718,"PG 16:0_18:1 (c)","PG",6785723,8173954,7657515,7595004,6423124,7750353,7465899,7419972,7893617,7097875,8481284,7849187,6807609,6797265,7156808,13871031,18858368,6741602
"Neg",36217,"[M-H]-",13.213,"PG 16:0_19:1","PG",1465793,1609937,1327618,1531960,1446904,1471041,1595747,1650321,1724273,1495925,1793608,1532309,1165982,1149291,1363554,467516,1117043,1275454
"Neg",36750,"[M-H]-",11.654,"PG 16:0_20:4","PG",259204,299172,246054,267706,253733,285405,264630,314255,268678,281928,343059,366540,321555,310764,279515,226999,298335,293517
"Neg",38188,"[M-H]-",10.72,"PG 16:0_22:6 (a)","PG",949797,1035067,986676,1077754,944278,1093194,1075228,1097842,1125726,1069663,1283649,1126378,969275,1023308,1030319,676104,781147,809776
"Neg",38189,"[M-H]-",10.848,"PG 16:0_22:6 (b)","PG",69416,81938,70051,82369,64236,68424,74673,78301,77568,86932,73733,91041,91253,113930,76919,81062,72174,53553
"Neg",33548,"[M-H]-",10.314,"PG 16:1_16:1","PG",17122,19006,3541,16610,10395,47536,50130,3757,27256,6928,18324,6422,4716,4021,449,9269,11129,4439
"Neg",35261,"[M-H]-",11.072,"PG 16:1_18:1 (a)","PG",1807566,2102681,1863425,2177588,1915391,2288962,1996869,2116291,2092450,1951601,2330040,2072392,1698107,1013124,1765807,1047673,570552,1239924
"Neg",35263,"[M-H]-",11.204,"PG 16:1_18:1 (b)","PG",209034,228752,221267,267718,236810,228266,242610,249753,229342,220260,286611,233719,226690,706222,192169,152409,710732,146510
"Neg",35262,"[M-H]-",11.749,"PG 16:1_18:1 (c)","PG",226735,729781,384278,447908,668861,462025,809498,455581,782623,351844,460180,776681,313634,728665,433218,401061,739468,476536
"Neg",38083,"[M-H]-",10,"PG 16:1_22:6 (a)","PG",379706,443011,396472,433657,403686,458218,453901,504146,502041,438758,581759,467769,416506,443061,465331,285900,341372,374108
"Neg",38082,"[M-H]-",10.115,"PG 16:1_22:6 (b)","PG",22612,35088,22516,3777,32668,31798,31871,35926,40881,27229,49507,46206,33457,49121,32009,34291,21921,16659
"Neg",37120,"[M-H]-",13.263,"PG 18:0_18:1 (a)","PG",225788,222064,126992,188209,163080,83231,98413,208751,230006,164912,318398,148280,126112,157649,144799,100375,109543,118118
"Neg",37117,"[M-H]-",13.852,"PG 18:0_18:1 (b)","PG",13710091,15001224,13311770,15260678,14485677,14954610,15009817,16130431,15983312,14250976,16879778,14292215,10719219,10985319,11001875,7450323,9371647,10034587
"Neg",38810,"[M-H]-",14.494,"PG 18:0_20:1","PG",0,0,0,7116,7898,0,0,0,0,0,0,0,0,0,0,0,0,0
