"Polarity","Alignment.ID","Adduct.type","Average.Rt.min.","Metabolite.curated","Ontology","H2O2_0h_1","H2O2_0h_2","H2O2_0h_3","H2O2_1min_1","H2O2_1min_2","H2O2_1min_3","H2O2_20min_1","H2O2_20min_2","H2O2_20min_3","H2O2_4h_1","H2O2_4h_2","H2O2_4h_3","H2O2_24h_1","H2O2_24h_2","H2O2_24h_3","H2O2_72h_1","H2O2_72h_2","H2O2_72h_3"
"Neg",35447,"[M-H]-",13.015,"PE O-16:1_22:5 (a)","EtherPE",218234460,195228002,199019745,177976403,185409162,173406879,143288738,84529152,165881163,159374829,134796755,152789494,127990297,120092472,122708987,66071068,79517374,68672336
"Neg",35448,"[M-H]-",14.979,"PE O-16:1_22:5 (b)","EtherPE",0,0,0,108344,37113,21761,0,17778,0,0,14150,0,11212,0,8414,0,0,0
"Neg",35305,"[M-H]-",12.591,"PE O-16:1_22:6 (a)","EtherPE",215348260,183734413,185740238,173544714,173238979,156948788,138544839,76097003,140448967,147267282,126640896,138832100,120708291,106762111,102038465,59257667,69683565,61114315
"Neg",35307,"[M-H]-",14.507,"PE O-16:1_22:6 (b)","EtherPE",0,9973,13791,28800,25649,18551,6283,19584,7577,0,8395,0,0,0,0,0,0,0
"Neg",34702,"[M-H]-",13.657,"PE O-17:1_20:4","EtherPE",3161729,2822040,2825302,2651404,2502002,2443631,2186178,1381398,2286774,2447253,2070037,2242442,1763529,1874719,1705791,888671,1017238,1012309
"Neg",36142,"[M-H]-",13.196,"PE O-17:1_22:6","EtherPE",4898209,4223732,4531156,4052364,3878273,3735525,2829976,1536572,3134818,3054223,2730338,3111202,2455417,2171807,1964989,1075538,1263211,1013759
"Neg",34337,"[M-H]-",14.468,"PE O-18:0_18:1","EtherPE",724521,561176,1042554,418942,624420,651520,366325,257639,363284,198970,202107,420289,466835,285381,459009,662889,467748,337571
"Neg",34197,"[M-H]-",15.82,"PE O-18:1_18:1","EtherPE",21349279,20164859,19985282,18272048,16215321,16480920,11868694,7414507,14749578,14388528,13889828,14853611,12891561,10873164,11122610,6652741,7779428,6470943
"Neg",35911,"[M-H]-",17.331,"PE O-18:1_20:1","EtherPE",3831635,3416911,3421405,3162983,2729671,2942930,1927574,1287553,2394201,2440000,2408043,2567642,1090310,916709,939214,503787,1340975,1118706
"Neg",35574,"[M-H]-",14.325,"PE O-18:1_20:4","EtherPE",45930348,40982208,43265852,38591107,37922664,36660222,28747242,16954165,33181461,32281127,29561979,32182225,27529960,24708785,24739079,13351306,16151006,13413303
"Neg",35449,"[M-H]-",13.359,"PE O-18:1_20:5","EtherPE",21868941,20149768,20055722,17844467,18029987,17236251,14180745,8676742,15811263,15036149,14558810,15712304,13080358,11400154,11674034,6321950,7467681,6164484
"Neg",37319,"[M-H]-",15.331,"PE O-18:1_22:4","EtherPE",5449086,3563347,5160928,4834459,4621278,4204248,3075086,1830132,3525116,3707601,3528765,3699532,3184224,2734657,2733849,1406028,1783178,1492107
"Neg",37182,"[M-H]-",14.292,"PE O-18:1_22:5 (a)","EtherPE",47160175,41242809,43652206,39667753,38313646,37192494,28630515,16549862,31884052,32818390,29350056,32082077,27299356,23853921,24416995,13129372,15978588,13350560
"Neg",37181,"[M-H]-",14.725,"PE O-18:1_22:5 (b)","EtherPE",467648,831801,685596,629377,606878,318668,485049,215923,542465,559049,459764,417221,186681,196818,154157,104762,170712,144486
"Neg",37015,"[M-H]-",13.836,"PE O-18:1_22:6","EtherPE",52675411,46448126,48020336,43480475,42778500,42448100,32742094,19110017,35149988,36253106,31489824,36483970,29263299,26937756,26593126,14536442,16724548,14054746
"Neg",32347,"[M-H]-",13.175,"PE O-18:2_16:1","EtherPE",3231488,3102951,3332299,2823299,2981126,2825227,2211625,1343924,2169115,2676617,916599,2486485,2683268,2224954,2185656,1358165,1542880,1350285
"Neg",34085,"[M-H]-",14.478,"PE O-18:2_18:1","EtherPE",23458835,20105475,21420465,19001998,18287796,17793587,14445203,8560700,17033934,16384204,14794735,16705709,14241422,12736978,12991563,7838060,9132310,7588084
"Neg",35793,"[M-H]-",15.851,"PE O-18:2_20:1","EtherPE",2724045,2450431,2594251,2426120,2052770,2156390,1436639,855392,1911440,1984500,1794642,1996529,1639628,1372422,1487980,914388,1023180,878301
"Neg",35306,"[M-H]-",12.22,"PE O-18:2_20:5","EtherPE",13854019,11165069,12276886,10588466,10723205,10602353,8458154,5046804,10313295,9672448,7940333,9065892,7959954,6638033,7314327,3697139,4393932,3614678
"Neg",37014,"[M-H]-",13.075,"PE O-18:2_22:5","EtherPE",28414387,25676544,25578951,22511759,22902675,22043033,18257234,10789077,21177209,20612398,17157637,19069006,15333774,14491471,15113939,8191456,9996783,8471404
"Neg",36907,"[M-H]-",12.66,"PE O-18:2_22:6","EtherPE",44365661,36395157,38149102,33811652,33825184,31195403,26933086,15263180,28456447,29764852,24588377,27380449,23850914,21349717,20034563,11688247,13688219,12054067
"Neg",35910,"[M-H]-",14.571,"PE O-20:1_18:1","EtherPE",7618,36896,22026,53925,25236,83960,27773,8979,64654,14925,22054,53669,31993,53084,39418,24744,36606,64956
"Neg",37318,"[M-H]-",15.776,"PE O-20:1_20:4","EtherPE",2133290,1820018,1886337,1838847,1651430,1562722,1176874,647508,1329874,1404820,1309524,1390537,1184392,1013314,1001462,510483,630009,537615
"Neg",38736,"[M-H]-",15.224,"PE O-20:1_22:6","EtherPE",1874522,1677786,1695372,1538084,1486938,1451128,1050416,571155,1098386,1175846,1116298,1190607,911740,862792,789191,402888,517492,397642
"Pos",30836,"[M+H]+",13.107,"PE P-16:0_16:1","EtherPE",22467891,22097100,22759858,20075041,19665658,18972355,16387318,11720322,19537783,17031502,17144265,17366194,14970718,14045444,14184862,8281152,9495959,8297883
"Pos",33361,"[M+H]+",14.418,"PE P-16:0_18:1","EtherPE",121656851,117116445,120287958,104233010,103502734,99381750,82066647,59757450,97511605,90178699,93255411,94792230,81625907,71692947,72642304,43592818,50865755,45993062
"Pos",33176,"[M+H]+",13.305,"PE P-16:0_18:2","EtherPE",12769250,12219534,9096450,10942755,9947391,9320926,7185734,6827677,16536939,8599052,14970732,7447474,8484302,5161846,7311069,3806400,1891185,4035353
"Pos",35523,"[M+H]+",14.043,"PE P-16:0_20:3","EtherPE",12065734,11554247,11165230,10053858,9700943,9720149,7827433,5379009,8847682,8574255,8528218,8808622,7262486,6138591,6472687,3671117,4453179,4031962
"Pos",35335,"[M+H]+",12.825,"PE P-16:0_20:4 (a)","EtherPE",11859273,11085064,11739095,9381803,9726292,9593805,7925335,5756711,10725162,7413028,9106138,8866226,7896330,6758557,6259471,4315121,4246808,3998647
"Pos",35334,"[M+H]+",13.029,"PE P-16:0_20:4 (b)","EtherPE",324046356,324051099,323478747,289978046,288017056,269218980,232335984,161531583,272904691,245419326,246660511,247103570,211938483,192747814,188456884,109091207,132295229,115124947
"Pos",35155,"[M+H]+",12.158,"PE P-16:0_20:5","EtherPE",135745184,128357952,128062833,112426759,109233834,106612697,92074313,62109406,111441488,95536429,95537360,96387771,81335246,72356523,72305709,38482971,46669174,41415905
"Pos",38353,"[M+H]+",16.095,"PE P-16:0_22:2","EtherPE",10266143,9460807,9761931,7917109,7874871,8103886,5860700,4484481,7391176,6397227,6489643,7306194,5997865,5314225,5273881,3007840,3793329,3206431
"Pos",38173,"[M+H]+",15.063,"PE P-16:0_22:3","EtherPE",11581074,12242669,17582644,10800336,10042908,4875570,8355248,4151450,6087659,8669456,6331686,5903888,3715950,10200698,5376473,4432015,4045290,2689922
"Pos",37965,"[M+H]+",13.964,"PE P-16:0_22:4","EtherPE",70586196,66420319,65824111,57780398,63447570,56075114,47226033,32549163,53959730,48314622,51092487,49397402,41545773,39562458,39571526,21933901,24491456,23433151
"Pos",37799,"[M+H]+",12.781,"PE P-16:0_22:5 (a)","EtherPE",15299733,14743228,15018533,13902845,12961961,12255105,10001067,6841852,13539243,13491046,10663665,12589049,12149569,9488782,9906049,7535281,9162249,8351791
"Pos",37797,"[M+H]+",13.026,"PE P-16:0_22:5 (b)","EtherPE",456706459,443731797,447626965,389046540,391275705,366811856,305648541,212503436,366134461,327891732,328867092,327975847,279269507,252640901,248171019,136843857,170200547,151248780
"Pos",37617,"[M+H]+",12.597,"PE P-16:0_22:6","EtherPE",446614433,424512522,432107928,374379743,379100708,356995938,296538750,214614068,351350086,315176289,323360174,318611036,263016197,239667125,235530066,132828970,159075333,141138406
"Pos",38940,"[M+H]+",13.203,"PE P-17:0_22:6","EtherPE",11989453,10910425,12558304,9303925,10532635,8954082,6918326,5278575,8785336,8225978,7837974,7383868,7238931,5819053,5809819,2929209,3407970,2737213
"Pos",33565,"[M+H]+",15.745,"PE P-18:0_16:0","EtherPE",2841463,2730907,2833445,2296441,2404796,2305308,1512950,1212491,1934917,1779532,1945444,1971473,1693054,1339439,1490442,861006,1011676,917725
"Pos",35882,"[M+H]+",15.83,"PE P-18:0_18:1","EtherPE",52980325,51413281,51706324,44137916,42429345,41778432,30608526,21610181,36567311,34610179,35891916,37838523,31396082,27042041,27130850,16152951,19517653,17043442
"Pos",38552,"[M+H]+",17.345,"PE P-18:0_20:1","EtherPE",9187601,8610916,8794019,7459737,7315276,7356359,4970236,3785835,6025520,5795472,6240457,6579566,5299768,2143206,4647994,2807764,3373726,2955795
"Pos",37962,"[M+H]+",14.331,"PE P-18:0_20:4","EtherPE",102444370,99444144,98761929,88454779,87871372,83847552,66375833,46942276,76985145,74178194,76597114,74907463,62914197,57497087,55474107,30741827,37849916,34190800
"Pos",37798,"[M+H]+",13.365,"PE P-18:0_20:5","EtherPE",48852452,47956046,46984597,43487122,41705113,39614552,33132864,21893834,37414281,34524706,35643764,34514028,30523143,27198561,24826131,13588543,15640179,15048844
"Pos",41075,"[M+H]+",17.637,"PE P-18:0_22:2","EtherPE",2721446,2973640,2409007,2347338,3217466,2372744,1619047,964530,1046672,1907855,1758864,2024489,1720793,1685128,2046185,558374,843706,1027617
"Pos",40672,"[M+H]+",15.341,"PE P-18:0_22:4","EtherPE",16753652,16440880,16922372,14545006,14516711,13819253,9722571,6835129,11520983,11496929,11929793,11449659,9721337,8834745,8482609,4663632,5913015,5120551
"Pos",40488,"[M+H]+",14.299,"PE P-18:0_22:5","EtherPE",109942937,107691095,107845012,95329848,95727489,91249546,70400037,50156177,81142795,80678363,82480169,78914967,66358394,60644373,59601652,32665864,41267465,36975131
"Pos",40266,"[M+H]+",13.846,"PE P-18:0_22:6","EtherPE",119590399,118136672,115642415,99922921,101554087,102334028,75782884,55497112,90714764,82272661,87811270,84642640,68160309,63028553,62286648,32781042,40540127,36769979
"Pos",43341,"[M+H]+",15.426,"PE P-18:0_24:5","EtherPE",6313761,6111954,5939547,5420186,5130950,5050006,3490701,2487774,4346368,4326018,4499134,4389707,3731217,3128049,1761671,1848312,2426568,2060557
"Pos",35711,"[M+H]+",14.487,"PE P-18:1_18:1","EtherPE",51722818,49693854,48612996,42742149,43150510,40091010,32952510,24560811,40673623,36012810,39072448,38360136,32542603,28973598,28642671,17733944,20495191,19111210
"Pos",35524,"[M+H]+",13.237,"PE P-18:1_18:2","EtherPE",6698619,7796001,6571619,7205372,6008839,5351877,4264070,2638170,6906184,6563590,5615896,4495300,5907767,4385346,5096317,4075029,4772372,4290903
"Pos",38352,"[M+H]+",15.861,"PE P-18:1_20:1","EtherPE",7453524,6687757,6715085,5792056,5718569,5412281,4245166,2897698,4717026,4879575,5042127,5158564,4205708,3671901,3520339,2536558,2831080,2752194
"Pos",37615,"[M+H]+",12.228,"PE P-18:1_20:5","EtherPE",29164824,26340033,25906047,24042464,22563259,22283298,19661744,13101165,22480543,19727818,20286455,19003563,15949033,14113326,14369565,8359328,9339370,7786577
"Pos",41076,"[M+H]+",17.437,"PE P-18:1_22:1","EtherPE",1460852,900025,1389819,1001288,296842,779919,726590,436459,798190,725925,1063824,973449,738973,479054,199669,308582,251472,335281
"Pos",40491,"[M+H]+",14.052,"PE P-18:1_22:4","EtherPE",25004008,23307386,23257936,21662207,21586642,19025193,15386473,10851759,18583786,17732753,19247895,19096946,16445776,13700263,14704758,9256469,11233590,10277337
"Pos",40073,"[M+H]+",12.668,"PE P-18:1_22:6","EtherPE",96024559,87884865,87919112,75944227,75581783,73659760,61626878,43899824,73488613,65312806,66224957,64074198,54454794,47655921,49008398,26829310,32902004,29705263
"Pos",40673,"[M+H]+",15.784,"PE P-20:0_20:4","EtherPE",5469243,5343804,5473136,4693633,4732545,4473764,3244293,2407577,3771936,3652496,3829657,3856856,3265308,2898794,2812361,1538975,1904544,1722827
"Neg",32007,"[M-H]-",11.559,"PG 14:0_16:0","PG",262547,265201,277206,343155,379038,295332,189722,65856,365753,344199,326040,355994,309378,301906,315347,251479,339308,311507
"Neg",33779,"[M-H]-",11.857,"PG 16:0_16:0 (a)","PG",1554574,1389549,1515283,1603487,1935760,1877104,1683005,937195,1755700,1651353,1186301,1851601,178024,883210,176563,46935,52943,56837
"Neg",33778,"[M-H]-",11.95,"PG 16:0_16:0 (b)","PG",1554574,1389549,253747,450547,1935760,1872584,1683005,938113,1755700,1651353,367211,1851601,1300671,883479,405097,239020,231898,217951
"Neg",33777,"[M-H]-",12.649,"PG 16:0_16:0 (c)","PG",2247636,2323130,2158798,2916899,2809360,2858512,2116876,1087352,2381661,2845893,2340359,2595786,2786275,2060284,2338615,2063929,2649385,2175466
"Neg",33660,"[M-H]-",11.034,"PG 16:0_16:1 (a)","PG",2737457,1560281,2071794,2891039,2439585,2728941,1944818,1159676,2702984,1548473,1124925,1736638,3840545,1138003,2145757,556524,1269530,1524856
"Neg",33658,"[M-H]-",11.161,"PG 16:0_16:1 (b)","PG",67598,83950,147989,33902,88440,59746,1074130,23281,76841,137624,108497,104179,3840545,880830,1364444,1394850,1374832,1125692
"Neg",33656,"[M-H]-",11.658,"PG 16:0_16:1 (c)","PG",1756072,1769938,1897825,2370914,2381617,2179952,1973146,790096,2310149,2250346,1909589,2286657,2299983,1878245,2049137,1704747,2076237,2055499
"Neg",35391,"[M-H]-",11.959,"PG 16:0_18:1 (a)","PG",12289358,11261136,12592032,13933360,14258446,12942184,12390448,6497331,13614405,11510567,10784203,12539415,6602615,1243435,1315242,470466,475078,515876
"Neg",35392,"[M-H]-",12.196,"PG 16:0_18:1 (b)","PG",6176006,4915536,5973259,4700375,4771020,4200337,3868663,2006273,4556933,4588473,3564204,4708127,4691967,8891238,16541281,14756607,15820178,14251055
"Neg",35390,"[M-H]-",12.718,"PG 16:0_18:1 (c)","PG",35018207,14683504,16528447,16935450,19068133,16552231,13932777,7381482,105442765,18789941,16964261,18327006,36519873,14045445,14586735,37981998,47859092,65972764
"Neg",36217,"[M-H]-",13.213,"PG 16:0_19:1","PG",3327624,2911436,3001720,3258414,3139314,2916252,2270785,1068050,2461453,2639231,1106138,2555561,2194197,1779363,1378476,1199790,1512142,1239141
"Neg",36750,"[M-H]-",11.654,"PG 16:0_20:4","PG",462736,445476,444832,579330,526569,437212,432378,195489,499677,521681,417390,507483,441800,387879,511944,371646,389457,407085
"Neg",38188,"[M-H]-",10.72,"PG 16:0_22:6 (a)","PG",2801221,2761347,2905494,3218522,3152447,2984334,2654882,1360159,2943905,2703400,2274493,2558716,980874,1096768,1302282,140707,219791,138686
"Neg",38189,"[M-H]-",10.848,"PG 16:0_22:6 (b)","PG",210222,221694,274082,227436,214980,155044,204557,99673,218306,250325,275377,290476,2054346,1297204,1540549,1946805,2693855,2154635
"Neg",33548,"[M-H]-",10.314,"PG 16:1_16:1","PG",62787,38268,56310,69235,22259,42169,44295,7461,62628,36230,10316,291580,497719,388599,467219,372635,405385,233215
"Neg",35261,"[M-H]-",11.072,"PG 16:1_18:1 (a)","PG",11041888,8784075,7170497,10729928,9132156,8935242,12757455,3866451,9295131,4460318,6423472,4196402,2829181,569422,1801295,152404,260859,657295
"Neg",35263,"[M-H]-",11.204,"PG 16:1_18:1 (b)","PG",860847,928819,2418432,723526,765617,725761,12757455,436270,775667,3833403,891246,3011101,6455552,7029118,5312427,6236791,7571528,6179916
"Neg",35262,"[M-H]-",11.749,"PG 16:1_18:1 (c)","PG",1686954,1615385,1768200,1865485,1984744,1731306,1835566,810872,992638,2007317,1729800,1950144,1903638,1768570,1979411,1592600,1743725,1886168
"Neg",38083,"[M-H]-",10,"PG 16:1_22:6 (a)","PG",1125344,957932,1193996,1315280,1208165,1182155,1075250,589327,1120850,1147700,1048483,999632,121635,105853,122731,27753,53876,41422
"Neg",38082,"[M-H]-",10.115,"PG 16:1_22:6 (b)","PG",76204,74298,92446,89096,80341,63000,67884,49446,63008,132384,1048483,115881,1218065,880226,1068556,764036,1034942,775283
"Neg",37120,"[M-H]-",13.263,"PG 18:0_18:1 (a)","PG",603232,423418,418926,548578,645921,320953,454080,260226,416993,618798,586989,858944,1129622,941426,956833,5705546,5849868,5840283
"Neg",37117,"[M-H]-",13.852,"PG 18:0_18:1 (b)","PG",32492443,29338804,30191379,28557433,28372511,28022632,21412449,12171682,23950798,24887819,21848140,24794155,20912700,18927377,19547770,12534384,14908288,13138534
"Neg",38810,"[M-H]-",14.494,"PG 18:0_20:1","PG",0,0,13659,13933,13646,10633,29753,24085,0,1999118,1430989,1276699,546909,1725632,695785,4528490,4849094,2150380
"Neg",36978,"[M-H]-",12.067,"PG 18:1_18:1 (a)","PG",33315417,27280427,30373757,34098780,32490284,30709860,29044197,15972215,28477436,31938407,24539706,30808545,2804399,2440228,2865589,890092,983752,995870
"Neg",36979,"[M-H]-",12.217,"PG 18:1_18:1 (b)","PG",2104388,1860294,2151593,1889141,2019300,1657765,1849404,1181182,3982542,3082049,2714015,3406618,32869564,27690964,29941119,27792643,30208029,27276116
"Neg",36980,"[M-H]-",12.802,"PG 18:1_18:1 (c)","PG",1228477,1147751,1449934,1165495,1329859,1061531,1094995,607947,1062624,1091605,1081936,1188353,1042956,947442,896053,732317,822265,740224
"Neg",36869,"[M-H]-",11.352,"PG 18:1_18:2 (a)","PG",2874524,1373200,3190903,3856538,3849453,2084827,2072675,1833760,3648637,3686353,2930509,1236116,2335585,3120736,434900,213075,227322,262197
"Neg",36868,"[M-H]-",11.46,"PG 18:1_18:2 (b)","PG",2874524,334917,434744,356751,397096,1404996,2072675,236969,412036,3686353,2930509,1896865,3749818,3120736,2397560,2887570,2091432,3298166
"Neg",38671,"[M-H]-",13.11,"PG 18:1_20:1 (a)","PG",623125,713555,428689,1763171,1129984,1453722,738076,817113,1627775,2477880,1350337,1175970,535849,256642,1094413,583621,1643310,1434447
"Neg",38672,"[M-H]-",13.287,"PG 18:1_20:1 (b)","PG",440903,333888,99220,183331,294814,164295,88851,83597,103577,341180,659835,1436335,1350154,676379,730071,3966736,1954766,3230676
"Neg",38674,"[M-H]-",13.358,"PG 18:1_20:1 (c)","PG",74435,333888,99220,100388,294814,164295,88851,52464,103577,260726,203233,1436335,856571,575439,1250987,3882617,4076512,4219169
"Neg",38305,"[M-H]-",11.055,"PG 18:1_20:4 (a)","PG",1829492,1344900,1383228,1541321,1249451,1188948,721861,376419,1305527,1215458,620121,913400,1582932,261350,619038,182125,515716,428324
"Neg",38306,"[M-H]-",11.194,"PG 18:1_20:4 (b)","PG",121363,91593,173097,52476,41607,36642,965361,112086,79226,93204,260246,238285,591407,596134,575253,837601,939384,779968
"Neg",40019,"[M-H]-",11.973,"PG 18:1_22:4","PG",30524,39701,102087,68007,176517,17078,36149,27975,74165,15373,93836,118856,287577,155109,394774,359825,975447,1631686
"Neg",39894,"[M-H]-",11.096,"PG 18:1_22:5 (a)","PG",2364151,2178082,1897696,2405406,2163802,2027929,3107882,815387,1893922,1032205,1462470,650085,493800,113252,275413,123985,268633,121545
"Neg",39896,"[M-H]-",11.237,"PG 18:1_22:5 (b)","PG",449676,171381,624226,149828,149247,115129,145445,87806,160513,1014670,202760,624387,1772293,1549069,1856540,1526211,2112579,1747664
"Neg",39774,"[M-H]-",10.825,"PG 18:1_22:6 (a)","PG",11835348,10393822,11168656,12263138,11607846,11734487,10685574,5594740,11411781,10837083,8839254,10235738,6601115,8975281,9560335,402962,582546,554196
"Neg",39775,"[M-H]-",10.98,"PG 18:1_22:6 (b)","PG",783406,556945,1377601,462955,308880,547594,386556,226912,642073,543138,559471,568825,6453988,8975281,2265478,7157634,10443734,8629448
"Neg",42534,"[M-H]-",10.066,"PG 22:5_22:6 (a)","PG",481567,430480,465231,516740,538802,439613,241193,218244,467897,286338,425349,401108,433682,349848,394239,265894,19216,314898
"Neg",42533,"[M-H]-",10.152,"PG 22:5_22:6 (b)","PG",481567,430654,465231,6724,8210,263640,196737,218244,467897,205853,425349,401108,433682,349848,394239,265894,388159,314898
"Neg",42428,"[M-H]-",9.839,"PG 22:6_22:6","PG",1799706,1353861,1564107,1658432,1571797,1442463,1290908,682377,1417119,1349853,1305869,1259479,1305354,1036838,1190935,770138,1061841,927431
"Neg",40283,"[M-H]-",12.083,"PG 38:1<OOH> (a)","OxPG",1213255,1058575,1174322,1097028,1108599,986118,826120,401476,918524,969097,788084,901742,661828,669441,889048,417209,436388,441988
"Neg",40284,"[M-H]-",12.426,"PG 38:1<OOH> (b)","OxPG",4272435,3331410,3961009,2961499,3726213,3312520,3178682,1611801,2703990,3439390,2461984,2613348,1884880,1975314,1353738,1290947,1060597,895308
"Neg",39363,"[M-H]-",13.306,"PG 38:1<oxo>","OxPG",1172972,1098988,1100088,920160,937973,826471,606847,336982,649467,832649,739676,812451,800050,640764,589845,485312,532090,466907
"Neg",39219,"[M-H]-",12.386,"PI 16:0_16:0","PI",159112,551249,381831,809733,254666,628308,559373,360812,917106,1056890,1267839,1397526,1418589,1582012,2451179,1236352,1879232,1764694
"Neg",39084,"[M-H]-",11.408,"PI 16:0_16:1","PI",1516452,1970524,2096044,2059541,1432076,1687004,1736054,1140277,2676289,2832915,3519811,3661341,3801487,3968346,5442227,2878251,4295420,4108578
"Neg",39892,"[M-H]-",11.947,"PI 16:0_17:1","PI",113497,336496,370777,151602,267331,217501,297481,116629,515684,439604,548658,750862,595652,581345,964352,427704,673608,645923
"Neg",40847,"[M-H]-",13.565,"PI 16:0_18:0","PI",41564,282428,442409,502673,219500,470428,454454,269329,417953,614991,1410606,1323088,1364796,1649923,1819755,1012982,1568170,1551140
"Neg",40710,"[M-H]-",11.635,"PI 16:0_18:1 (a)","PI",1370934,1821018,1718458,588849,1337153,1085456,1458560,830499,1980745,1427197,1614137,2276966,1929123,1815262,1938155,1075365,1229467,1189500
"Neg",40711,"[M-H]-",12.487,"PI 16:0_18:1 (b)","PI",15603525,18437388,19502905,23254545,15054588,21290620,18604472,12129335,24788263,27997591,34443802,37757253,38989350,37696049,56782646,29516206,43579659,42395123
"Neg",41988,"[M-H]-",11.429,"PI 16:0_20:4 (a)","PI",2613135,3170839,3465228,3574205,2796159,3181700,3012302,1973514,4479089,5111802,5859116,5905607,6185643,5867447,9223567,4129882,6421750,6326243
"Neg",41986,"[M-H]-",12.162,"PI 16:0_20:4 (b)","PI",691198,586726,685915,536761,628382,655785,192520,200468,441233,439573,392815,573732,372373,385139,472365,237099,233745,267159
"Neg",41877,"[M-H]-",10.728,"PI 16:0_20:5","PI",69762,149289,152278,135657,90220,171928,95214,52770,166626,113074,219329,232972,282605,264787,431423,164204,305371,262063
"Neg",43396,"[M-H]-",12.229,"PI 16:0_22:5","PI",1473699,1530060,1282825,1459991,1433087,1547695,1462739,1272591,1995844,1720902,1546084,1592828,1719808,1659072,1865287,773566,1542570,1780111
"Neg",40584,"[M-H]-",11.505,"PI 16:1_18:1","PI",5713551,6699992,7259580,7721269,5838534,6415363,6793747,4341780,9937813,10986132,11787941,14039988,13726916,12809370,19910826,10537183,15285407,14596888
"Neg",41566,"[M-H]-",13.076,"PI 17:0_18:1","PI",478304,1295651,1092052,808378,979716,1151207,1053462,755865,1228486,1738943,2261478,2343186,2351842,2549604,3542721,1633695,2756545,2272137
"Neg",42771,"[M-H]-",11.953,"PI 17:0_20:4","PI",309857,455098,445658,425017,367359,428696,366578,245700,608033,670259,793744,874445,780650,737519,1161441,557896,811369,755380
"Neg",41436,"[M-H]-",12.04,"PI 17:1_18:1","PI",781323,1018306,1024675,1278350,821935,981272,899420,565153,1359536,1475324,1711923,1915142,1814487,1901517,2898759,1402330,2146416,1899132
"Neg",42440,"[M-H]-",14.835,"PI 18:0_18:0","PI",13760,51563,39032,53143,25197,42847,14344,32925,49565,94972,142899,120110,73039,139060,220713,51105,131538,158984
"Neg",42327,"[M-H]-",13.701,"PI 18:0_18:1 (a)","PI",13596186,20247609,17859645,21018198,13567941,19351938,15369092,12550126,23954412,25305080,32663392,35977353,34153889,35814900,48618736,27967968,42885830,37609058
"Neg",42328,"[M-H]-",14.03,"PI 18:0_18:1 (b)","PI",476195,798756,935348,1043953,625338,888236,715436,595739,1134331,1142222,1614698,1741758,1437265,1532935,2383052,1168648,1960809,1522459
"Neg",43844,"[M-H]-",14.904,"PI 18:0_20:1","PI",1486159,2155409,2104586,2301758,1666035,2217935,1497410,1372950,2448022,2615199,3986355,3672280,3453521,3490210,5264539,2767875,4116526,3512126
"Neg",43738,"[M-H]-",14.18,"PI 18:0_20:2","PI",3155099,4198829,4161739,4450056,2951593,4454299,3333536,2548929,5037434,5427951,6562795,7566454,7190272,6915889,9929594,5294724,8064053,6860255
"Neg",43610,"[M-H]-",13.019,"PI 18:0_20:3 (a)","PI",5926415,8001819,7858135,8397434,6466913,8257647,6444036,4670714,10253514,10578119,12582087,13643956,8506953,13449541,18538773,10603725,15589787,13659870
"Neg",43612,"[M-H]-",13.42,"PI 18:0_20:3 (b)","PI",2463270,3416689,3209223,3903919,2629065,3582449,2651983,2141344,4375115,4707602,6081160,6320266,6134320,5978137,8467600,4487502,6948136,5721540
"Neg",43505,"[M-H]-",12.511,"PI 18:0_20:4","PI",24559217,27288209,28739769,31023406,23029184,30009810,26094083,18362550,35176403,41573880,49604929,52404453,52301168,51841766,74309493,35848155,54315815,54862459
"Neg",45117,"[M-H]-",15.229,"PI 18:0_22:2","PI",686850,1014980,911441,1164485,669784,950906,728029,553748,1071537,1253810,1716660,1667383,1497304,1570937,2043382,1096934,1898079,1585931
"Neg",44923,"[M-H]-",13.344,"PI 18:0_22:4","PI",1481744,1978591,2059399,2183710,1726946,2208350,1634961,1132506,2561355,2935702,3909718,4038210,3639664,3810834,5040887,2266550,4294548,3640143
"Neg",44819,"[M-H]-",12.496,"PI 18:0_22:5","PI",3052194,3517225,4031951,4219296,3075078,4135503,3341432,2267008,2757415,5498673,6220431,6897877,6949352,6825075,9452896,4814657,7167170,6730984
"Neg",44719,"[M-H]-",12.145,"PI 18:0_22:6","PI",1773366,1995522,2193064,2512562,1813453,2304563,1686999,1158894,2753694,3055385,3247222,3935968,3611579,3540887,4970656,2234158,3605067,3283487
"Neg",42202,"[M-H]-",12.591,"PI 18:1_18:1 (a)","PI",26293590,32569850,33044785,36097535,25866304,32327428,30280149,19451768,21980408,45248198,53338566,58527395,62122895,57907962,80486841,47201702,69919120,61867744
"Neg",42201,"[M-H]-",12.942,"PI 18:1_18:1 (b)","PI",2373289,2606014,2708068,2760727,2740996,2889556,2547287,1849250,4037553,4346433,4258961,5176871,5224776,5577688,6200349,4051035,5501546,4967315
"Neg",42086,"[M-H]-",11.719,"PI 18:1_18:2 (a)","PI",1298974,1367140,1584004,1621147,1262225,1593686,1390813,969182,1922468,2214969,2438653,2786748,3044054,2676562,3830916,2107493,2638750,2764682
"Neg",42085,"[M-H]-",11.895,"PI 18:1_18:2 (b)","PI",1377593,1584535,1703534,1119887,675639,1729128,1626049,969205,2278928,2333208,3019882,3268532,2418420,3100056,4401790,2359555,3632750,3602561
